#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
Dato15315-RA         -           2485 27701at7147          -            357         0 1016.9  12.5   1   4   1.4e-69   1.3e-66  225.3   0.0     6   349   240   605   236   610 0.84 -
Dato15315-RA         -           2485 27701at7147          -            357         0 1016.9  12.5   2   4   1.6e-79   1.6e-76  258.0   0.6     7   326  1052  1399  1048  1410 0.87 -
Dato15315-RA         -           2485 27701at7147          -            357         0 1016.9  12.5   3   4   1.1e-82   1.1e-79  268.4   1.0     4   348  1576  1940  1573  1943 0.86 -
Dato15315-RA         -           2485 27701at7147          -            357         0 1016.9  12.5   4   4   2.6e-83   2.5e-80  270.5   0.2     5   347  2107  2470  2103  2474 0.86 -
Dato03553-RA         -            474 27701at7147          -            357  2.2e-191  635.8   0.3   1   1  2.7e-194  2.6e-191  635.5   0.3     1   357    31   430    31   430 0.92 -
Dato03454-RA         -            980 27701at7147          -            357  2.8e-152  507.2   0.2   1   2     9e-78   8.7e-75  252.2   0.0     7   327   119   467   114   483 0.86 -
Dato03454-RA         -            980 27701at7147          -            357  2.8e-152  507.2   0.2   2   2     1e-77     1e-74  252.0   0.0     5   348   525   884   522   889 0.85 -
Dato05635-RA         -            493 27701at7147          -            357   2.7e-88  296.7   0.0   1   1   3.7e-91   3.6e-88  296.3   0.0     4   346    21   365    18   373 0.90 -
Dato05636-RA         -            368 27701at7147          -            357   4.1e-87  292.8   1.6   1   1   5.3e-90   5.1e-87  292.5   1.6     4   347    20   363    17   367 0.89 -
Dato15885-RA         -           4586 27701at7147          -            357   3.7e-86  289.7   0.1   1   1   7.1e-89   6.9e-86  288.8   0.1     6   327    30   387    26   404 0.87 -
Dato05481-RA         -            557 27701at7147          -            357   1.8e-84  284.1   0.0   1   1     2e-86   1.9e-83  280.7   0.0     3   350   125   475   123   478 0.88 -
Dato00633-RA         -            587 27701at7147          -            357   7.7e-77  259.0   0.9   1   1   2.5e-79   2.5e-76  257.3   0.9     6   326    29   384    24   391 0.86 -
Dato05638-RA         -            353 27701at7147          -            357     2e-72  244.5   0.1   1   1   2.8e-75   2.7e-72  244.0   0.1    33   347    22   339    17   344 0.85 -
Dato13856-RA         -           1206 27701at7147          -            357   1.7e-67  228.3   0.0   1   7     1e-11   9.7e-09   35.0   0.0     6   131    20   152    15   162 0.76 -
Dato13856-RA         -           1206 27701at7147          -            357   1.7e-67  228.3   0.0   2   7   2.5e-08   2.4e-05   23.8   0.0   135   245   182   302   179   344 0.77 -
Dato13856-RA         -           1206 27701at7147          -            357   1.7e-67  228.3   0.0   3   7      0.06        57    2.8   0.0   291   326   383   418   378   429 0.91 -
Dato13856-RA         -           1206 27701at7147          -            357   1.7e-67  228.3   0.0   4   7   1.7e-13   1.7e-10   40.8   0.1    32   132   432   539   427   557 0.78 -
Dato13856-RA         -           1206 27701at7147          -            357   1.7e-67  228.3   0.0   5   7   3.4e-09   3.3e-06   26.7   0.0   138   346   571   816   563   821 0.61 -
Dato13856-RA         -           1206 27701at7147          -            357   1.7e-67  228.3   0.0   6   7   1.7e-14   1.6e-11   44.1   0.0    33   131   821   924   818   934 0.84 -
Dato13856-RA         -           1206 27701at7147          -            357   1.7e-67  228.3   0.0   7   7   1.7e-12   1.6e-09   37.5   0.0   169   328   991  1190   952  1206 0.68 -
