#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
Dato02604-RA         -           1337 3153at7147           -            979         0 1723.3  15.3   1   3   1.1e-39     1e-37  129.5   0.4     2    99     2   118     1   131 0.85 -
Dato02604-RA         -           1337 3153at7147           -            979         0 1723.3  15.3   2   3         0         0 1555.0   2.7    99   930   145  1079   142  1103 0.91 -
Dato02604-RA         -           1337 3153at7147           -            979         0 1723.3  15.3   3   3   1.5e-14   1.5e-12   46.2   0.4   925   979  1218  1279  1206  1279 0.82 -
Dato00068-RA         -           1498 3153at7147           -            979   6.5e-46  156.6   0.0   1   1     1e-47   9.9e-46  156.0   0.0   508   763  1210  1471  1183  1487 0.87 -
Dato00958-RA         -            671 3153at7147           -            979   2.2e-42  144.9   0.0   1   1   3.5e-44   3.4e-42  144.3   0.0   511   768    16   269    10   281 0.91 -
Dato05489-RA         -            675 3153at7147           -            979   6.6e-42  143.3   0.0   1   1   1.2e-43   1.2e-41  142.5   0.0   513   768    32   284    25   309 0.91 -
Dato02058-RA         -            598 3153at7147           -            979   2.1e-39  135.0   0.0   1   1   3.2e-41   3.1e-39  134.5   0.0   512   766   299   551   274   558 0.88 -
Dato05598-RA         -            308 3153at7147           -            979   3.5e-39  134.3   0.0   1   1   4.3e-41   4.1e-39  134.1   0.0   529   765     5   244     1   255 0.89 -
Dato01514-RA         -            883 3153at7147           -            979   1.2e-36  126.0   0.0   1   1   1.8e-38   1.7e-36  125.4   0.0   510   763   605   861   579   865 0.86 -
Dato00454-RA         -            748 3153at7147           -            979   2.6e-36  124.8   0.0   1   1   4.1e-38     4e-36  124.2   0.0   506   768   229   512   220   562 0.82 -
Dato03663-RA         -           1481 3153at7147           -            979   1.4e-34  119.1   0.0   1   1   2.2e-36   2.1e-34  118.5   0.0   534   767    19   260     3   271 0.78 -
Dato04721-RA         -           1001 3153at7147           -            979   1.7e-34  118.8   0.0   1   1   2.5e-36   2.5e-34  118.3   0.0   513   751   168   389   146   405 0.88 -
Dato13887-RA         -           1661 3153at7147           -            979   6.1e-33  113.7   0.0   1   1   1.4e-34   1.3e-32  112.6   0.0   513   763    43   297    25   316 0.86 -
Dato04668-RA         -            776 3153at7147           -            979     1e-32  112.9   0.0   1   1   1.3e-34   1.3e-32  112.6   0.0   504   764    10   270     2   320 0.86 -
Dato02733-RA         -            396 3153at7147           -            979   5.4e-31  107.2   0.0   1   1   7.2e-33     7e-31  106.9   0.0   513   754   144   379   133   390 0.85 -
Dato07537-RA         -            335 3153at7147           -            979   1.6e-30  105.6   0.0   1   1   1.9e-32   1.9e-30  105.4   0.0   493   776    32   322    25   335 0.83 -
Dato16412-RA         -            486 3153at7147           -            979   3.1e-30  104.7   0.1   1   1   4.4e-32   4.2e-30  104.3   0.1   496   765    12   280     3   300 0.82 -
Dato14399-RA         -            575 3153at7147           -            979   4.9e-30  104.1   0.1   1   1     7e-32   6.8e-30  103.6   0.1   507   765    23   280     4   295 0.82 -
Dato07449-RA         -            608 3153at7147           -            979   1.9e-29  102.1   0.0   1   1     4e-31   3.9e-29  101.1   0.0   513   764   352   590   324   594 0.86 -
Dato15361-RA         -            290 3153at7147           -            979   1.3e-28   99.4   0.0   1   1   1.6e-30   1.6e-28   99.1   0.0   513   712    13   214     2   224 0.87 -
Dato00224-RA         -            840 3153at7147           -            979   1.9e-28   98.8   0.0   1   1   2.7e-30   2.6e-28   98.3   0.0   510   711   105   304    96   354 0.84 -
Dato10601-RA         -            537 3153at7147           -            979   3.3e-28   98.0   0.1   1   2     0.047       4.5    4.9   0.0   558   650    57   151    17   161 0.74 -
Dato10601-RA         -            537 3153at7147           -            979   3.3e-28   98.0   0.1   2   2     4e-28   3.9e-26   91.2   0.0   512   716   282   483   241   521 0.83 -
Dato15187-RA         -            396 3153at7147           -            979   1.5e-27   95.8   0.0   1   1   2.1e-29     2e-27   95.4   0.0   507   708    86   281    70   289 0.86 -
Dato10635-RA         -            294 3153at7147           -            979   2.3e-27   95.2   0.0   1   1   2.9e-29   2.8e-27   94.9   0.0   512   764    22   270     8   279 0.84 -
Dato04667-RA         -           1224 3153at7147           -            979   4.7e-27   94.2   0.0   1   1   7.6e-29   7.4e-27   93.5   0.0   513   709   876  1081   868  1130 0.80 -
Dato15945-RA         -           1850 3153at7147           -            979   6.5e-27   93.7   0.0   1   1   1.1e-28     1e-26   93.1   0.0   502   720  1516  1730  1512  1757 0.84 -
Dato15574-RA         -            773 3153at7147           -            979     1e-26   93.1   0.0   1   1   1.6e-28   1.5e-26   92.5   0.0   471   710    55   300    36   331 0.85 -
Dato05276-RA         -           1723 3153at7147           -            979   1.2e-26   92.9   0.0   1   1   2.4e-28   2.4e-26   91.9   0.0   513   762    26   274    20   286 0.83 -
Dato13845-RA         -            532 3153at7147           -            979   1.7e-26   92.3   0.0   1   1   2.4e-28   2.3e-26   91.9   0.0   512   709    43   237    35   314 0.89 -
Dato04388-RA         -            495 3153at7147           -            979     3e-26   91.5   0.0   1   1   4.1e-28     4e-26   91.1   0.0   508   746    73   309    56   318 0.83 -
Dato14669-RA         -            459 3153at7147           -            979   4.1e-26   91.1   0.0   1   1   5.6e-28   5.4e-26   90.7   0.0   513   765   159   425   149   444 0.80 -
Dato14550-RA         -            430 3153at7147           -            979   6.1e-26   90.5   0.0   1   1   7.4e-28   7.2e-26   90.3   0.0   558   777    98   317    22   352 0.83 -
Dato14882-RA         -            267 3153at7147           -            979   6.7e-26   90.4   0.0   1   1   8.3e-28     8e-26   90.1   0.0   510   711     6   206     1   216 0.84 -
Dato04956-RA         -            402 3153at7147           -            979     1e-25   89.7   0.0   1   1   1.4e-27   1.3e-25   89.4   0.0   513   707    74   267    65   280 0.87 -
Dato10562-RA         -            917 3153at7147           -            979   1.6e-25   89.1   0.0   1   1   2.3e-27   2.3e-25   88.6   0.0   513   714   611   807   581   847 0.80 -
