#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
Dato02268-RA         -           1023 15458at7147          -            812         0 1247.6  22.0   1   3         0         0 1211.1  10.0     4   736    46   881    44   884 0.93 -
Dato02268-RA         -           1023 15458at7147          -            812         0 1247.6  22.0   2   3   2.1e-09   8.5e-06   24.0   0.1   733   773   900   942   887   958 0.74 -
Dato02268-RA         -           1023 15458at7147          -            812         0 1247.6  22.0   3   3   4.9e-08    0.0002   19.5   1.4   764   804   959  1003   954  1017 0.85 -
Dato04437-RA         -           1049 15458at7147          -            812   3.2e-11   42.0   9.8   1   4      0.37   1.5e+03   -3.3   0.0    16    45    42    72    30   101 0.73 -
Dato04437-RA         -           1049 15458at7147          -            812   3.2e-11   42.0   9.8   2   4      0.12   4.9e+02   -1.6   0.3   164   229   176   242   153   258 0.63 -
Dato04437-RA         -           1049 15458at7147          -            812   3.2e-11   42.0   9.8   3   4   0.00043       1.8    6.4   0.9   200   303   562   666   555   686 0.74 -
Dato04437-RA         -           1049 15458at7147          -            812   3.2e-11   42.0   9.8   4   4   1.5e-14   6.3e-11   41.0   1.6   488   775   611   898   610   931 0.74 -
Dato13657-RA         -            460 15458at7147          -            812      0.45    8.4   1.1   1   1   0.00017      0.71    7.7   1.1   744   791   109   158   102   167 0.79 -
Dato07147-RA         -           1061 15458at7147          -            812       7.2    4.4  12.2   1   6   0.00071       2.9    5.7   0.2    24    95    73   154    64   174 0.76 -
Dato07147-RA         -           1061 15458at7147          -            812       7.2    4.4  12.2   2   6      0.28   1.1e+03   -2.9   0.1   238   260   335   357   254   361 0.69 -
Dato07147-RA         -           1061 15458at7147          -            812       7.2    4.4  12.2   3   6    0.0067        27    2.5   0.1   272   299   401   428   387   489 0.86 -
Dato07147-RA         -           1061 15458at7147          -            812       7.2    4.4  12.2   4   6      0.09   3.7e+02   -1.3   0.0   119   194   452   532   436   538 0.77 -
Dato07147-RA         -           1061 15458at7147          -            812       7.2    4.4  12.2   5   6      0.59   2.4e+03   -4.0   0.0   190   218   611   645   604   646 0.68 -
Dato07147-RA         -           1061 15458at7147          -            812       7.2    4.4  12.2   6   6     0.014        56    1.4   0.2   746   795   936   985   930   994 0.90 -
#
# Program:         hmmsearch
# Version:         3.1b2 (February 2015)
# Pipeline mode:   SEARCH
# Query file:      /home/nmoreyra/Documents/Genomics/03_orthologs_search/00_Phylogenomics_BUSCO-groups/busco4_odb10/busco_downloads/lineages/diptera_odb10/hmms/15458at7147.hmm
# Target file:     /home/nmoreyra/Documents/Genomics/03_orthologs_search/00_Phylogenomics_BUSCO-groups/busco4_odb10/../00_proteins/Dato_proteins.fasta
# Option settings: /home/nmoreyra/Software/miniconda3/envs/busco4/bin/hmmsearch --domtblout /home/nmoreyra/Documents/Genomics/03_orthologs_search/00_Phylogenomics_BUSCO-groups/busco4_odb10/Dato_diptera/run_diptera_odb10/hmmer_output/initial_run_results/15458at7147.out --cpu 1 /home/nmoreyra/Documents/Genomics/03_orthologs_search/00_Phylogenomics_BUSCO-groups/busco4_odb10/busco_downloads/lineages/diptera_odb10/hmms/15458at7147.hmm /home/nmoreyra/Documents/Genomics/03_orthologs_search/00_Phylogenomics_BUSCO-groups/busco4_odb10/../00_proteins/Dato_proteins.fasta 
# Current dir:     /home/nmoreyra/Documents/Genomics/03_orthologs_search/00_Phylogenomics_BUSCO-groups/busco4_odb10
# Date:            Mon Jan 25 12:49:34 2021
# [ok]
