#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
Dato06273-RA         -           1082 4541at7147           -            870         0 1582.1  16.6   1   4   6.4e-09   8.1e-06   23.8   0.4     1    43     9    60     9    64 0.86 -
Dato06273-RA         -           1082 4541at7147           -            870         0 1582.1  16.6   2   4   5.1e-67   6.5e-64  216.0   0.1     9   195    66   276    59   288 0.86 -
Dato06273-RA         -           1082 4541at7147           -            870         0 1582.1  16.6   3   4   2.9e-32   3.7e-29  101.0   0.1   198   304   317   452   311   467 0.76 -
Dato06273-RA         -           1082 4541at7147           -            870         0 1582.1  16.6   4   4         0         0 1249.9   2.7   294   870   471  1082   464  1082 0.97 -
Dato13906-RA         -           1127 4541at7147           -            870    2e-100  336.8   0.8   1   4     0.011        14    3.2   0.0    73   174   132   240    65   286 0.75 -
Dato13906-RA         -           1127 4541at7147           -            870    2e-100  336.8   0.8   2   4      0.72   9.1e+02   -2.8   0.0   407   428   654   675   645   678 0.80 -
Dato13906-RA         -           1127 4541at7147           -            870    2e-100  336.8   0.8   3   4   1.3e-91   1.6e-88  297.4   0.0   440   799   720  1081   699  1085 0.94 -
Dato13906-RA         -           1127 4541at7147           -            870    2e-100  336.8   0.8   4   4   4.1e-12   5.2e-09   34.4   0.0   822   870  1079  1127  1078  1127 0.94 -
Dato16072-RA         -            424 4541at7147           -            870   3.9e-50  170.4   0.2   1   2   6.4e-49   8.1e-46  156.1   0.2   491   793    68   367    59   374 0.88 -
Dato16072-RA         -            424 4541at7147           -            870   3.9e-50  170.4   0.2   2   2   1.5e-05     0.019   12.7   0.0   821   867   375   421   367   424 0.88 -
