#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
DkoeA00013983-RA     -            679 17110at7147          -            545         0 1050.5  29.0   1   3  3.1e-284  4.6e-281  932.9   0.9     5   443    17   478    13   485 0.96 -
DkoeA00013983-RA     -            679 17110at7147          -            545         0 1050.5  29.0   2   3   1.4e-23     2e-20   72.6   9.7   436   523   501   611   497   618 0.83 -
DkoeA00013983-RA     -            679 17110at7147          -            545         0 1050.5  29.0   3   3   6.9e-17     1e-13   50.5   4.1   491   545   622   676   613   676 0.86 -
DkoeA00014205-RA     -            580 17110at7147          -            545   1.3e-48  165.7   3.2   1   1   4.1e-50   6.1e-47  160.1   1.1   145   448    89   440    79   474 0.76 -
DkoeA00006095-RA     -            611 17110at7147          -            545   1.6e-28   99.3   1.8   1   3   4.5e-13   6.5e-10   37.9   0.9   123   268    87   240    72   246 0.66 -
DkoeA00006095-RA     -            611 17110at7147          -            545   1.6e-28   99.3   1.8   2   3   8.6e-19   1.3e-15   56.8   0.0   270   390   317   439   275   453 0.85 -
DkoeA00006095-RA     -            611 17110at7147          -            545   1.6e-28   99.3   1.8   3   3     0.038        56    1.8   0.0   403   454   475   531   459   569 0.69 -
DkoeA00012676-RA     -            591 17110at7147          -            545   8.2e-21   73.9   0.4   1   2   8.8e-06     0.013   13.8   0.1   191   278   180   268   142   282 0.81 -
DkoeA00012676-RA     -            591 17110at7147          -            545   8.2e-21   73.9   0.4   2   2   3.3e-19   4.9e-16   58.1   0.0   295   367   352   424   321   443 0.86 -
DkoeA00001315-RA     -            343 17110at7147          -            545     3e-09   35.7   0.0   1   1   4.7e-12   6.8e-09   34.5   0.0   197   363    58   239    40   279 0.65 -
DkoeA00015044-RA     -            450 17110at7147          -            545   1.8e-06   26.6   0.0   1   2   4.2e-09   6.1e-06   24.8   0.0   282   338   206   264   197   286 0.79 -
DkoeA00015044-RA     -            450 17110at7147          -            545   1.8e-06   26.6   0.0   2   2      0.35   5.2e+02   -1.4   0.0   199   247   296   341   286   345 0.75 -
DkoeA00017970-RA     -            379 17110at7147          -            545   0.00028   19.3   0.1   1   1   3.9e-07   0.00057   18.3   0.1   292   351    62   124    52   144 0.72 -
DkoeA00015632-RA     -            371 17110at7147          -            545    0.0026   16.1   0.0   1   1   3.1e-06    0.0045   15.3   0.0   297   330   199   231   191   262 0.84 -
DkoeA00004078-RA     -            455 17110at7147          -            545    0.0034   15.8   0.0   1   1   4.3e-06    0.0063   14.9   0.0   294   331   215   252   198   294 0.81 -
DkoeA00016034-RA     -            384 17110at7147          -            545     0.015   13.6   0.0   1   1   1.5e-05     0.022   13.1   0.0   289   351   151   217   141   245 0.65 -
DkoeA00009452-RA     -            494 17110at7147          -            545     0.021   13.1   0.0   1   2   4.1e-05      0.06   11.6   0.0   299   331   244   276   226   284 0.88 -
DkoeA00009452-RA     -            494 17110at7147          -            545     0.021   13.1   0.0   2   2      0.62     9e+02   -2.2   0.0   341   383   442   487   433   490 0.76 -
DkoeA00015196-RA     -            542 17110at7147          -            545      0.12   10.7   0.0   1   1   0.00012      0.17   10.1   0.0   298   349   257   311   248   338 0.76 -
#
# Program:         hmmsearch
# Version:         3.1b2 (February 2015)
# Pipeline mode:   SEARCH
# Query file:      /home/nmoreyra/Documents/Genomics/03_orthologs_search/00_Phylogenomics_BUSCO-groups/busco4_odb10/busco_downloads/lineages/diptera_odb10/hmms/17110at7147.hmm
# Target file:     /home/nmoreyra/Documents/Genomics/03_orthologs_search/00_Phylogenomics_BUSCO-groups/busco4_odb10/../00_proteins/DkoeA_proteins.fasta
# Option settings: /home/nmoreyra/Software/miniconda3/envs/busco4/bin/hmmsearch --domtblout /home/nmoreyra/Documents/Genomics/03_orthologs_search/00_Phylogenomics_BUSCO-groups/busco4_odb10/DkoeA_diptera/run_diptera_odb10/hmmer_output/initial_run_results/17110at7147.out --cpu 1 /home/nmoreyra/Documents/Genomics/03_orthologs_search/00_Phylogenomics_BUSCO-groups/busco4_odb10/busco_downloads/lineages/diptera_odb10/hmms/17110at7147.hmm /home/nmoreyra/Documents/Genomics/03_orthologs_search/00_Phylogenomics_BUSCO-groups/busco4_odb10/../00_proteins/DkoeA_proteins.fasta 
# Current dir:     /home/nmoreyra/Documents/Genomics/03_orthologs_search/00_Phylogenomics_BUSCO-groups/busco4_odb10
# Date:            Mon Jan 25 13:56:41 2021
# [ok]
