#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
DkoeA00015761-RA     -           1058 8518at7147           -            636         0 1030.4  21.8   1   3      0.42   1.5e+03   -3.1   0.0     5    24    32    51    29   112 0.60 -
DkoeA00015761-RA     -           1058 8518at7147           -            636         0 1030.4  21.8   2   3  7.2e-293  2.5e-289  960.9  14.8    39   599   152   786   130   801 0.91 -
DkoeA00015761-RA     -           1058 8518at7147           -            636         0 1030.4  21.8   3   3   6.3e-23   2.2e-19   69.1   0.1   580   628   842   890   817   896 0.91 -
DkoeA00009778-RA     -           1420 8518at7147           -            636   2.8e-09   35.7   0.2   1   1     2e-12   6.9e-09   34.4   0.2   142   312   400   595   334   599 0.66 -
DkoeA00015686-RA     -           1394 8518at7147           -            636   1.3e-07   30.2   0.3   1   1   8.5e-11     3e-07   29.0   0.3    46   291   158   428   146   434 0.71 -
DkoeA00017500-RA     -           1477 8518at7147           -            636   1.5e-05   23.4   0.0   1   2   3.5e-05      0.12   10.4   0.0    46    74    14    42     6   116 0.87 -
DkoeA00017500-RA     -           1477 8518at7147           -            636   1.5e-05   23.4   0.0   2   2   3.1e-05      0.11   10.6   0.0    45    74   776   805   759   879 0.87 -
DkoeA00016974-RA     -           1581 8518at7147           -            636     0.055   11.6   0.0   1   2   4.5e-05      0.16   10.1   0.0    46    73   333   360   323   378 0.89 -
DkoeA00016974-RA     -           1581 8518at7147           -            636     0.055   11.6   0.0   2   2      0.24   8.4e+02   -2.2   0.0   250   273   567   590   561   601 0.79 -
#
# Program:         hmmsearch
# Version:         3.1b2 (February 2015)
# Pipeline mode:   SEARCH
# Query file:      /home/nmoreyra/Documents/Genomics/03_orthologs_search/00_Phylogenomics_BUSCO-groups/busco4_odb10/busco_downloads/lineages/diptera_odb10/hmms/8518at7147.hmm
# Target file:     /home/nmoreyra/Documents/Genomics/03_orthologs_search/00_Phylogenomics_BUSCO-groups/busco4_odb10/../00_proteins/DkoeA_proteins.fasta
# Option settings: /home/nmoreyra/Software/miniconda3/envs/busco4/bin/hmmsearch --domtblout /home/nmoreyra/Documents/Genomics/03_orthologs_search/00_Phylogenomics_BUSCO-groups/busco4_odb10/DkoeA_diptera/run_diptera_odb10/hmmer_output/initial_run_results/8518at7147.out --cpu 1 /home/nmoreyra/Documents/Genomics/03_orthologs_search/00_Phylogenomics_BUSCO-groups/busco4_odb10/busco_downloads/lineages/diptera_odb10/hmms/8518at7147.hmm /home/nmoreyra/Documents/Genomics/03_orthologs_search/00_Phylogenomics_BUSCO-groups/busco4_odb10/../00_proteins/DkoeA_proteins.fasta 
# Current dir:     /home/nmoreyra/Documents/Genomics/03_orthologs_search/00_Phylogenomics_BUSCO-groups/busco4_odb10
# Date:            Mon Jan 25 14:03:43 2021
# [ok]
