#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
DkoeB00002353-RA     -           3587 2817at7147           -           2245         0 2536.3 104.4   1  13    0.0028       2.6    4.5   0.1    10    36    75   101    66   110 0.87 -
DkoeB00002353-RA     -           3587 2817at7147           -           2245         0 2536.3 104.4   2  13   1.5e-15   1.4e-12   45.1   0.2    32    80   135   184   110   195 0.81 -
DkoeB00002353-RA     -           3587 2817at7147           -           2245         0 2536.3 104.4   3  13   2.7e-08   2.5e-05   21.1  11.4    85   225   255   443   241   476 0.67 -
DkoeB00002353-RA     -           3587 2817at7147           -           2245         0 2536.3 104.4   4  13   2.1e-23     2e-20   71.2   3.3   192   315   475   632   462   642 0.79 -
DkoeB00002353-RA     -           3587 2817at7147           -           2245         0 2536.3 104.4   5  13   2.7e-06    0.0026   14.4   0.3   305   365   650   735   635   747 0.70 -
DkoeB00002353-RA     -           3587 2817at7147           -           2245         0 2536.3 104.4   6  13   0.00057      0.54    6.7   0.1   364   395   771   804   758   850 0.77 -
DkoeB00002353-RA     -           3587 2817at7147           -           2245         0 2536.3 104.4   7  13   2.8e-08   2.6e-05   21.0   0.1   429   484  1039  1115  1031  1128 0.76 -
DkoeB00002353-RA     -           3587 2817at7147           -           2245         0 2536.3 104.4   8  13     2e-58   1.8e-55  187.4   8.8   484   707  1191  1505  1185  1518 0.77 -
DkoeB00002353-RA     -           3587 2817at7147           -           2245         0 2536.3 104.4   9  13   1.6e-05     0.015   11.9   0.0   713   752  1574  1615  1567  1629 0.83 -
DkoeB00002353-RA     -           3587 2817at7147           -           2245         0 2536.3 104.4  10  13   6.1e-20   5.7e-17   59.7   0.0   758   837  1657  1747  1654  1763 0.84 -
