#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
DkoeB00003427-RA     -           1952 2501at7147           -           1416         0 2147.9  55.0   1   9     0.014       3.2    4.8   0.0     2    33    11    46    10    53 0.78 -
DkoeB00003427-RA     -           1952 2501at7147           -           1416         0 2147.9  55.0   2   9   3.6e-53     8e-51  172.4   2.5    28   192    68   291    64   301 0.80 -
DkoeB00003427-RA     -           1952 2501at7147           -           1416         0 2147.9  55.0   3   9  9.4e-163  2.1e-160  535.5   2.4   190   452   329   621   321   636 0.89 -
DkoeB00003427-RA     -           1952 2501at7147           -           1416         0 2147.9  55.0   4   9     0.013       2.8    4.9   0.1   446   471   655   685   651   692 0.82 -
DkoeB00003427-RA     -           1952 2501at7147           -           1416         0 2147.9  55.0   5   9   3.7e-78   8.2e-76  255.2   1.6   480   684   745   986   736   995 0.84 -
DkoeB00003427-RA     -           1952 2501at7147           -           1416         0 2147.9  55.0   6   9   2.6e-32   5.7e-30  103.3   0.0   682   749  1009  1083  1005  1125 0.85 -
DkoeB00003427-RA     -           1952 2501at7147           -           1416         0 2147.9  55.0   7   9   1.7e-12   3.7e-10   37.7   0.3   769   814  1175  1224  1172  1230 0.89 -
DkoeB00003427-RA     -           1952 2501at7147           -           1416         0 2147.9  55.0   8   9  2.5e-128  5.5e-126  421.5   6.3   803  1072  1240  1553  1232  1570 0.88 -
DkoeB00003427-RA     -           1952 2501at7147           -           1416         0 2147.9  55.0   9   9  1.1e-192  2.4e-190  634.8   0.2  1069  1416  1582  1952  1574  1952 0.95 -
DkoeB00001440-RA     -            878 2501at7147           -           1416   3.2e-25   87.6   4.2   1   3   2.3e-27   5.1e-25   86.9   0.9   198   399   195   430   189   437 0.74 -
DkoeB00001440-RA     -            878 2501at7147           -           1416   3.2e-25   87.6   4.2   2   3      0.47     1e+02   -0.3   0.0  1130  1167   624   661   614   694 0.70 -
DkoeB00001440-RA     -            878 2501at7147           -           1416   3.2e-25   87.6   4.2   3   3       3.3   7.3e+02   -3.1   0.0  1148  1354   719   753   700   784 0.61 -
DkoeB00000853-RA     -           3841 2501at7147           -           1416   1.8e-21   75.2   0.6   1   2   8.6e-23   1.9e-20   71.8   0.1   196   402  3178  3415  3171  3423 0.76 -
DkoeB00000853-RA     -           3841 2501at7147           -           1416   1.8e-21   75.2   0.6   2   2       1.5   3.4e+02   -1.9   0.0  1122  1204  3609  3695  3545  3721 0.66 -
DkoeB00004301-RA     -           3499 2501at7147           -           1416   2.9e-18   64.5   2.0   1   2   1.8e-19   3.9e-17   60.8   0.3   198   450  2651  2957  2647  2974 0.68 -
DkoeB00004301-RA     -           3499 2501at7147           -           1416   2.9e-18   64.5   2.0   2   2      0.22        50    0.8   0.1  1129  1164  3080  3115  3002  3171 0.72 -
