#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
Dbrb03148-RA         -           2945 1674at7147           -           1791         0 2605.7 353.6   1  15  4.7e-239  2.7e-236  787.2  18.3     1   439     2   504     2   520 0.88 -
Dbrb03148-RA         -           2945 1674at7147           -           1791         0 2605.7 353.6   2  15  2.8e-134  1.6e-131  439.9  15.1   427   661   524   763   513   781 0.94 -
Dbrb03148-RA         -           2945 1674at7147           -           1791         0 2605.7 353.6   3  15   2.8e-10   1.6e-07   28.8   0.1   671   711   836   880   817   893 0.87 -
Dbrb03148-RA         -           2945 1674at7147           -           1791         0 2605.7 353.6   4  15   1.6e-37   9.3e-35  119.1   6.5   719   830   927  1047   903  1104 0.79 -
Dbrb03148-RA         -           2945 1674at7147           -           1791         0 2605.7 353.6   5  15      0.28   1.6e+02   -1.1   0.3   823   855  1106  1136  1081  1156 0.66 -
Dbrb03148-RA         -           2945 1674at7147           -           1791         0 2605.7 353.6   6  15  8.6e-120    5e-117  391.8   7.4   856  1096  1178  1465  1163  1471 0.86 -
Dbrb03148-RA         -           2945 1674at7147           -           1791         0 2605.7 353.6   7  15   1.8e-17     1e-14   52.6   2.1  1095  1150  1494  1562  1487  1567 0.84 -
Dbrb03148-RA         -           2945 1674at7147           -           1791         0 2605.7 353.6   8  15   9.8e-17   5.7e-14   50.1  47.3  1144  1334  1587  1761  1578  1763 0.49 -
Dbrb03148-RA         -           2945 1674at7147           -           1791         0 2605.7 353.6   9  15   5.5e-06    0.0032   14.5  29.0  1199  1277  1758  1844  1754  1848 0.69 -
Dbrb03148-RA         -           2945 1674at7147           -           1791         0 2605.7 353.6  10  15   1.8e-10   1.1e-07   29.4  49.1  1240  1332  1834  1927  1829  1936 0.71 -
Dbrb03148-RA         -           2945 1674at7147           -           1791         0 2605.7 353.6  11  15   7.6e-19   4.5e-16   57.1  68.7  1253  1440  1915  2108  1914  2112 0.58 -
Dbrb03148-RA         -           2945 1674at7147           -           1791         0 2605.7 353.6  12  15   2.9e-45   1.7e-42  144.7  44.5  1320  1482  2060  2218  2047  2327 0.72 -
Dbrb03148-RA         -           2945 1674at7147           -           1791         0 2605.7 353.6  13  15   7.9e-06    0.0046   14.0   0.5  1478  1520  2479  2524  2460  2553 0.83 -
Dbrb03148-RA         -           2945 1674at7147           -           1791         0 2605.7 353.6  14  15   2.4e-11   1.4e-08   32.3   4.5  1504  1561  2589  2646  2564  2654 0.81 -
Dbrb03148-RA         -           2945 1674at7147           -           1791         0 2605.7 353.6  15  15  4.1e-146  2.4e-143  479.1  18.4  1559  1791  2705  2937  2673  2937 0.98 -
Dbrb06567-RA         -           1657 1674at7147           -           1791   3.4e-37  127.1  43.0   1   7   2.8e-08   1.7e-05   22.1   0.4  1692  1778    50   139    22   149 0.78 -
Dbrb06567-RA         -           1657 1674at7147           -           1791   3.4e-37  127.1  43.0   2   7   1.6e-11   9.3e-09   32.9   0.1  1719  1786   223   290   211   294 0.95 -
Dbrb06567-RA         -           1657 1674at7147           -           1791   3.4e-37  127.1  43.0   3   7   9.6e-06    0.0056   13.7   0.1  1720  1767   373   420   367   442 0.85 -
Dbrb06567-RA         -           1657 1674at7147           -           1791   3.4e-37  127.1  43.0   4   7   3.6e-15   2.1e-12   45.0   2.4  1704  1790   521   607   484   608 0.86 -
Dbrb06567-RA         -           1657 1674at7147           -           1791   3.4e-37  127.1  43.0   5   7   4.7e-12   2.7e-09   34.6   0.3  1717  1788   666   737   643   740 0.90 -
Dbrb06567-RA         -           1657 1674at7147           -           1791   3.4e-37  127.1  43.0   6   7    0.0088       5.1    3.9   0.0  1731  1787   797   853   779   857 0.90 -
Dbrb06567-RA         -           1657 1674at7147           -           1791   3.4e-37  127.1  43.0   7   7       5.4   3.2e+03   -5.4   9.0  1291  1326  1520  1555  1489  1559 0.52 -
Dbrb10644-RA         -           2069 1674at7147           -           1791   4.7e-29  100.2   3.9   1   2   4.1e-21   2.4e-18   64.6   0.8  1695  1789    43   139    33   141 0.91 -
Dbrb10644-RA         -           2069 1674at7147           -           1791   4.7e-29  100.2   3.9   2   2   1.1e-15   6.5e-13   46.6   0.1  1689  1783   512   611   501   618 0.82 -
Dbrb07824-RA         -           2119 1674at7147           -           1791   9.4e-29   99.2   2.3   1   2   9.2e-16   5.4e-13   46.9   0.1  1695  1778  1491  1574  1460  1582 0.89 -
Dbrb07824-RA         -           2119 1674at7147           -           1791   9.4e-29   99.2   2.3   2   2   2.1e-20   1.2e-17   62.3   0.3  1696  1784  1614  1702  1605  1709 0.92 -
Dbrb03603-RA         -            811 1674at7147           -           1791   2.7e-28   97.6   0.1   1   1   7.3e-31   4.3e-28   97.0   0.1  1693  1789   709   805   700   807 0.95 -
Dbrb02957-RA         -           3484 1674at7147           -           1791   6.5e-22   76.5   1.4   1   1   1.1e-24   6.5e-22   76.5   1.4  1675  1788   940  1056   929  1059 0.88 -
Dbrb08278-RA         -           1007 1674at7147           -           1791   1.8e-20   71.7  19.7   1   3       2.1   1.2e+03   -4.0   2.7  1490  1564    62   137    45   169 0.43 -
Dbrb08278-RA         -           1007 1674at7147           -           1791   1.8e-20   71.7  19.7   2   3   2.3e-05     0.013   12.4   4.7   283   329   588   637   566   666 0.79 -
Dbrb08278-RA         -           1007 1674at7147           -           1791   1.8e-20   71.7  19.7   3   3     3e-23   1.8e-20   71.7  19.7  1527  1788   726   990   689   993 0.68 -
Dbrb00578-RA         -           3118 1674at7147           -           1791   1.2e-17   62.4   0.6   1   8      0.02        12    2.7   8.4  1279  1332   587   640   531   668 0.68 -
Dbrb00578-RA         -           3118 1674at7147           -           1791   1.2e-17   62.4   0.6   2   8      0.06        35    1.1   0.0   332   393  1766  1830  1753  1839 0.75 -
Dbrb00578-RA         -           3118 1674at7147           -           1791   1.2e-17   62.4   0.6   3   8      0.36   2.1e+02   -1.5   9.4  1280  1332  2449  2501  2441  2545 0.87 -
Dbrb00578-RA         -           3118 1674at7147           -           1791   1.2e-17   62.4   0.6   4   8       0.5   2.9e+02   -1.9   0.1   960   989  2587  2616  2580  2626 0.83 -
Dbrb00578-RA         -           3118 1674at7147           -           1791   1.2e-17   62.4   0.6   5   8    0.0021       1.2    6.0   9.5   292   329  2626  2663  2592  2674 0.82 -
