#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
Dbrb15681-RA         -           1168 6375at7147           -            667         0 1135.9  57.0   1   5     2e-11   1.3e-08   33.8   1.9     1    32   171   202   171   225 0.89 -
Dbrb15681-RA         -           1168 6375at7147           -            667         0 1135.9  57.0   2   5  6.8e-130  4.4e-127  425.2  18.3    31   318   239   552   231   568 0.91 -
Dbrb15681-RA         -           1168 6375at7147           -            667         0 1135.9  57.0   3   5   2.3e-09   1.5e-06   27.0   0.6   314   347   614   647   607   732 0.82 -
Dbrb15681-RA         -           1168 6375at7147           -            667         0 1135.9  57.0   4   5   0.00069      0.45    8.9   0.1   340   376   754   793   748   813 0.71 -
Dbrb15681-RA         -           1168 6375at7147           -            667         0 1135.9  57.0   5   5  1.5e-200    1e-197  658.7  10.0   353   667   815  1165   809  1165 0.94 -
Dbrb12733-RA         -           1073 6375at7147           -            667     6e-71  239.8  44.7   1   4   7.8e-09   5.1e-06   25.2  11.4    70   114   196   241   188   248 0.89 -
Dbrb12733-RA         -           1073 6375at7147           -            667     6e-71  239.8  44.7   2   4     0.011       7.3    4.9   5.5   123   162   342   381   305   392 0.75 -
Dbrb12733-RA         -           1073 6375at7147           -            667     6e-71  239.8  44.7   3   4   2.1e-07   0.00014   20.5   0.3   155   334   406   590   397   604 0.69 -
Dbrb12733-RA         -           1073 6375at7147           -            667     6e-71  239.8  44.7   4   4   1.2e-63   7.8e-61  206.3   4.4   377   657   774  1053   751  1060 0.91 -
Dbrb02539-RA         -            827 6375at7147           -            667   2.2e-41  142.1  19.5   1   5   1.8e-11   1.2e-08   34.0   6.8    69   274   136   358   130   370 0.74 -
Dbrb02539-RA         -            827 6375at7147           -            667   2.2e-41  142.1  19.5   2   5   1.3e-08   8.4e-06   24.5   0.0   407   464   533   590   523   591 0.91 -
Dbrb02539-RA         -            827 6375at7147           -            667   2.2e-41  142.1  19.5   3   5   7.7e-24     5e-21   74.8   0.5   408   506   581   677   581   680 0.97 -
Dbrb02539-RA         -            827 6375at7147           -            667   2.2e-41  142.1  19.5   4   5    0.0072       4.7    5.5   0.0   409   447   678   715   676   730 0.87 -
Dbrb02539-RA         -            827 6375at7147           -            667   2.2e-41  142.1  19.5   5   5   3.6e-06    0.0023   16.4   0.1   412   455   728   771   719   777 0.84 -
Dbrb13366-RA         -            898 6375at7147           -            667   2.5e-16   59.2  20.9   1   2   2.3e-05     0.015   13.7   1.3     2    32   296   326   295   334 0.90 -
Dbrb13366-RA         -            898 6375at7147           -            667   2.5e-16   59.2  20.9   2   2   1.7e-16   1.1e-13   50.6  12.3    31   278   399   676   383   688 0.73 -
Dbrb05763-RA         -           1058 6375at7147           -            667   9.9e-16   57.3  28.2   1   1   2.9e-18   1.9e-15   56.4  28.2     4   282    17   334    15   373 0.67 -
Dbrb14757-RA         -            732 6375at7147           -            667     6e-06   25.0   1.5   1   4      0.17   1.1e+02    1.0   0.0   556   590   227   261   220   272 0.52 -
Dbrb14757-RA         -            732 6375at7147           -            667     6e-06   25.0   1.5   2   4    0.0021       1.3    7.3   0.0   416   443   274   301   264   312 0.85 -
Dbrb14757-RA         -            732 6375at7147           -            667     6e-06   25.0   1.5   3   4     0.036        23    3.2   0.0   421   461   482   523   467   529 0.75 -
Dbrb14757-RA         -            732 6375at7147           -            667     6e-06   25.0   1.5   4   4   0.00062       0.4    9.0   0.0   419   448   530   560   517   568 0.82 -
Dbrb07367-RA         -            327 6375at7147           -            667   1.3e-05   23.9  16.1   1   2     0.011         7    4.9   0.1     3    34     6    37     4    60 0.76 -
Dbrb07367-RA         -            327 6375at7147           -            667   1.3e-05   23.9  16.1   2   2   2.3e-07   0.00015   20.3  12.6    31   160   171   301   168   314 0.82 -
Dbrb09787-RA         -            672 6375at7147           -            667    0.0013   17.2   1.1   1   1   2.8e-06    0.0018   16.8   1.1     3    41   612   653   610   666 0.83 -
Dbrb08664-RA         -            365 6375at7147           -            667     0.002   16.7   2.2   1   1   4.3e-06    0.0028   16.1   2.2     3    45   268   313   267   333 0.81 -
Dbrb17894-RA         -            385 6375at7147           -            667    0.0027   16.2   2.5   1   1   5.9e-06    0.0038   15.7   2.5     3    44   268   312   267   332 0.81 -
Dbrb16590-RA         -            481 6375at7147           -            667     0.022   13.2   0.6   1   2   0.00017      0.11   10.9   1.4     3    38   110   145   108   164 0.87 -
Dbrb16590-RA         -            481 6375at7147           -            667     0.022   13.2   0.6   2   2       1.2   7.8e+02   -1.8   0.0   413   448   274   307   244   310 0.83 -
Dbrb06448-RA         -            617 6375at7147           -            667     0.022   13.2   7.0   1   2   2.9e-05     0.019   13.4   0.9     5    46     8    59     5    81 0.74 -
Dbrb06448-RA         -            617 6375at7147           -            667     0.022   13.2   7.0   2   2     0.039        25    3.1   0.6    22    72   134   185   114   231 0.65 -
Dbrb04745-RA         -            142 6375at7147           -            667     0.025   13.0   1.0   1   1   4.7e-05     0.031   12.7   1.0    72   107    98   134    64   139 0.77 -
Dbrb09729-RA         -            809 6375at7147           -            667      0.03   12.8   0.9   1   1   8.2e-05     0.054   11.9   0.9     1    53   630   685   630   693 0.84 -
Dbrb09371-RA         -            725 6375at7147           -            667     0.035   12.5   1.9   1   1   9.6e-05     0.063   11.7   1.9     3    40   182   225   181   235 0.78 -
Dbrb09083-RA         -            148 6375at7147           -            667     0.048   12.1   0.3   1   1   9.1e-05     0.059   11.8   0.3    10    52     4    51     1    58 0.80 -
Dbrb16351-RA         -            289 6375at7147           -            667     0.067   11.6   0.4   1   1   0.00015       0.1   11.0   0.4   193   287    21   116     7   127 0.76 -
Dbrb05922-RA         -            400 6375at7147           -            667     0.084   11.3   3.5   1   1   0.00022      0.14   10.5   3.5     3    42   347   390   345   398 0.77 -
Dbrb03769-RA         -            338 6375at7147           -            667      0.28    9.5   6.9   1   1   0.00058      0.38    9.1   6.9     1    42   287   329   287   337 0.88 -
Dbrb02829-RA         -            222 6375at7147           -            667      0.31    9.4  12.1   1   2   4.5e-05     0.029   12.8   5.0     3    43    15    59    13    80 0.76 -
Dbrb02829-RA         -            222 6375at7147           -            667      0.31    9.4  12.1   2   2      0.15     1e+02    1.1   0.6   187   245   122   182    88   193 0.71 -
Dbrb00082-RA         -            851 6375at7147           -            667      0.35    9.2   4.6   1   1   0.00084      0.55    8.6   4.6     3    52    11    63    10    80 0.71 -
Dbrb10664-RA         -            329 6375at7147           -            667      0.36    9.2   3.3   1   1   0.00072      0.47    8.8   3.3     3    41   274   317   272   328 0.72 -
Dbrb03200-RA         -            286 6375at7147           -            667      0.37    9.1   3.7   1   2       3.9   2.5e+03   -3.5   0.0   212   271    20    83    10    90 0.54 -
Dbrb03200-RA         -            286 6375at7147           -            667      0.37    9.1   3.7   2   2   0.00046       0.3    9.5   2.5     2    34   233   265   232   280 0.84 -
Dbrb08634-RA         -             68 6375at7147           -            667         2    6.7   7.3   1   1    0.0033       2.1    6.6   7.3     2    37     6    41     5    56 0.83 -
Dbrb09961-RA         -            284 6375at7147           -            667       3.4    6.0   9.4   1   1    0.0089       5.8    5.2   9.4     6    42   233   274   229   280 0.72 -
Dbrb12758-RA         -            462 6375at7147           -            667       5.9    5.2   6.3   1   1     0.014       8.9    4.6   6.3     4    42   172   212   170   227 0.76 -
#
# Program:         hmmsearch
# Version:         3.1b2 (February 2015)
# Pipeline mode:   SEARCH
# Query file:      /home/nmoreyra/Documents/Genomics/03_orthologs_search/00_Phylogenomics_BUSCO-groups/busco4_odb10/busco_downloads/lineages/diptera_odb10/hmms/6375at7147.hmm
# Target file:     /home/nmoreyra/Documents/Genomics/03_orthologs_search/00_Phylogenomics_BUSCO-groups/busco4_odb10/../00_proteins/Dbrb_proteins.fasta
# Option settings: /home/nmoreyra/Software/miniconda3/envs/busco4/bin/hmmsearch --domtblout /home/nmoreyra/Documents/Genomics/03_orthologs_search/00_Phylogenomics_BUSCO-groups/busco4_odb10/Dbrb_diptera/run_diptera_odb10/hmmer_output/initial_run_results/6375at7147.out --cpu 1 /home/nmoreyra/Documents/Genomics/03_orthologs_search/00_Phylogenomics_BUSCO-groups/busco4_odb10/busco_downloads/lineages/diptera_odb10/hmms/6375at7147.hmm /home/nmoreyra/Documents/Genomics/03_orthologs_search/00_Phylogenomics_BUSCO-groups/busco4_odb10/../00_proteins/Dbrb_proteins.fasta 
# Current dir:     /home/nmoreyra/Documents/Genomics/03_orthologs_search/00_Phylogenomics_BUSCO-groups/busco4_odb10
# Date:            Mon Jan 25 13:11:39 2021
# [ok]
