#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
FBpp0395214          -           2640 160593at2759         -           1419         0 1649.9  26.7   1   5   0.00052         1    6.7   0.0     2    69   252   336   251   417 0.62 -
FBpp0395214          -           2640 160593at2759         -           1419         0 1649.9  26.7   2   5    0.0011       2.1    5.6   0.3   143   195   784   836   737   876 0.83 -
FBpp0395214          -           2640 160593at2759         -           1419         0 1649.9  26.7   3   5    0.0087        17    2.6   0.1   842   873  1052  1083  1047  1089 0.90 -
FBpp0395214          -           2640 160593at2759         -           1419         0 1649.9  26.7   4   5     0.015        30    1.8   0.1   932   961  1092  1121  1090  1136 0.92 -
FBpp0395214          -           2640 160593at2759         -           1419         0 1649.9  26.7   5   5         0         0 1632.9  10.4   319  1411  1198  2408  1192  2415 0.90 -
FBpp0227780          -            892 160593at2759         -           1419     8e-09   33.5   0.9   1   5     0.037        72    0.5   0.0   740   790   101   150    74   196 0.63 -
FBpp0227780          -            892 160593at2759         -           1419     8e-09   33.5   0.9   2   5    0.0086        17    2.6   0.1  1017  1104   216   307   209   327 0.82 -
FBpp0227780          -            892 160593at2759         -           1419     8e-09   33.5   0.9   3   5   5.5e-09   1.1e-05   23.1   0.2   553   661   384   497   375   502 0.82 -
FBpp0227780          -            892 160593at2759         -           1419     8e-09   33.5   0.9   4   5     0.013        26    2.0   0.0  1051  1091   480   522   475   531 0.73 -
FBpp0227780          -            892 160593at2759         -           1419     8e-09   33.5   0.9   5   5     0.055   1.1e+02   -0.1   0.0   728   967   670   700   657   756 0.48 -
FBpp0238368          -           1103 160593at2759         -           1419   1.4e-08   32.7   0.6   1   4      0.14   2.8e+02   -1.4   0.1  1064  1108    18    63     7   113 0.70 -
FBpp0238368          -           1103 160593at2759         -           1419   1.4e-08   32.7   0.6   2   4   0.00049      0.96    6.7   0.0   787   867   107   194    71   210 0.70 -
FBpp0238368          -           1103 160593at2759         -           1419   1.4e-08   32.7   0.6   3   4   1.6e-06     0.003   15.0   0.0   718   781   390   457   366   519 0.83 -
FBpp0238368          -           1103 160593at2759         -           1419   1.4e-08   32.7   0.6   4   4    0.0011       2.1    5.6   0.0   571   641   907   980   897   989 0.76 -
FBpp0392522          -           2113 160593at2759         -           1419   1.2e-06   26.3  13.6   1   6   1.2e-05     0.024   12.1   2.8   684   767   430   513   318   526 0.64 -
FBpp0392522          -           2113 160593at2759         -           1419   1.2e-06   26.3  13.6   2   6     0.021        42    1.3   0.0   879   906   623   651   615   661 0.80 -
FBpp0392522          -           2113 160593at2759         -           1419   1.2e-06   26.3  13.6   3   6   0.00087       1.7    5.9   0.1   568   660   887   981   884   992 0.78 -
FBpp0392522          -           2113 160593at2759         -           1419   1.2e-06   26.3  13.6   4   6   0.00029      0.56    7.5   0.0   504   633   941  1072   939  1077 0.81 -
FBpp0392522          -           2113 160593at2759         -           1419   1.2e-06   26.3  13.6   5   6    0.0064        12    3.0   0.0   609   717  1303  1412  1286  1423 0.82 -
FBpp0392522          -           2113 160593at2759         -           1419   1.2e-06   26.3  13.6   6   6      0.44   8.6e+02   -3.1   0.2   603   648  1654  1699  1647  1719 0.88 -
FBpp0232203          -           1334 160593at2759         -           1419   1.4e-05   22.8   0.7   1   3    0.0001       0.2    9.0   0.0   783   863   655   737   625   778 0.76 -
FBpp0232203          -           1334 160593at2759         -           1419   1.4e-05   22.8   0.7   2   3   0.00029      0.57    7.5   0.0  1301  1352   939   991   932  1032 0.83 -
FBpp0232203          -           1334 160593at2759         -           1419   1.4e-05   22.8   0.7   3   3     0.057   1.1e+02   -0.1   0.0  1001  1039  1185  1223  1147  1229 0.74 -
FBpp0392946          -           1956 160593at2759         -           1419     0.012   13.0   6.5   1   5      0.11   2.1e+02   -1.0   0.0   542   591    16    64     9    74 0.64 -
FBpp0392946          -           1956 160593at2759         -           1419     0.012   13.0   6.5   2   5      0.58   1.1e+03   -3.4   0.0  1328  1353   350   375   342   378 0.66 -
FBpp0392946          -           1956 160593at2759         -           1419     0.012   13.0   6.5   3   5   0.00042      0.82    7.0   0.5   485   634   444   603   421   607 0.78 -
FBpp0392946          -           1956 160593at2759         -           1419     0.012   13.0   6.5   4   5     0.041        80    0.4   0.0   747   804  1111  1165  1100  1171 0.81 -
FBpp0392946          -           1956 160593at2759         -           1419     0.012   13.0   6.5   5   5    0.0021       4.1    4.6   0.1   723   795  1222  1294  1216  1333 0.89 -
FBpp0400221          -           1561 160593at2759         -           1419      0.16    9.3   2.9   1   2     0.079   1.5e+02   -0.6   1.0   111   207    24   120     6   155 0.66 -
FBpp0400221          -           1561 160593at2759         -           1419      0.16    9.3   2.9   2   2   9.5e-05      0.19    9.1   0.0   731   763   694   726   689   761 0.83 -
#
# Program:         hmmsearch
# Version:         3.1b2 (February 2015)
# Pipeline mode:   SEARCH
# Query file:      /home/nmoreyra/Documents/Academico/Repositorios/BUSCO2Tree/test_marzo2023/busco_downloads/lineages/eukaryota_odb10/hmms/160593at2759.hmm
# Target file:     /home/nmoreyra/Documents/Academico/Repositorios/BUSCO2Tree/test_marzo2023/00_proteins/Dvir.fasta
# Option settings: hmmsearch --domtblout /home/nmoreyra/Documents/Academico/Repositorios/BUSCO2Tree/test_marzo2023/Results/00_proteins/Dvir/run_eukaryota_odb10/hmmer_output/initial_run_results/160593at2759.out --cpu 1 /home/nmoreyra/Documents/Academico/Repositorios/BUSCO2Tree/test_marzo2023/busco_downloads/lineages/eukaryota_odb10/hmms/160593at2759.hmm /home/nmoreyra/Documents/Academico/Repositorios/BUSCO2Tree/test_marzo2023/00_proteins/Dvir.fasta 
# Current dir:     /home/nmoreyra/Documents/Academico/Repositorios/BUSCO2Tree/test_marzo2023
# Date:            Thu Mar 23 14:24:12 2023
# [ok]
