#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
FBpp0229404          -           1312 179362at2759         -            938  1.1e-184  615.7 145.2   1   4     5e-84   9.1e-82  275.2  58.0     1   533     7   562     7   568 0.77 -
FBpp0229404          -           1312 179362at2759         -            938  1.1e-184  615.7 145.2   2   4   2.1e-08   3.9e-06   24.8  78.5   216   736   416   972   395   977 0.61 -
FBpp0229404          -           1312 179362at2759         -            938  1.1e-184  615.7 145.2   3   4   2.6e-06   0.00047   18.0  14.1   656   744   979  1069   970  1073 0.84 -
FBpp0229404          -           1312 179362at2759         -            938  1.1e-184  615.7 145.2   4   4   1.9e-93   3.5e-91  306.3   9.5   706   938  1055  1297  1050  1297 0.94 -
FBpp0398288          -            930 179362at2759         -            938   5.8e-07   27.6   0.1   1   4      0.11        21    2.6   0.9    25    85   411   463   411   499 0.57 -
FBpp0398288          -            930 179362at2759         -            938   5.8e-07   27.6   0.1   2   4     0.025       4.7    4.7   0.1   864   926   536   591   535   602 0.83 -
FBpp0398288          -            930 179362at2759         -            938   5.8e-07   27.6   0.1   3   4      0.49        91    0.5   0.0    25    52   734   757   731   760 0.72 -
FBpp0398288          -            930 179362at2759         -            938   5.8e-07   27.6   0.1   4   4   3.1e-09   5.8e-07   27.6   0.1   864   929   828   886   822   892 0.88 -
FBpp0396482          -           1748 179362at2759         -            938   7.7e-06   23.9   0.7   1   2   4.2e-08   7.7e-06   23.9   0.7    18    65   514   557   511   564 0.90 -
FBpp0396482          -           1748 179362at2759         -            938   7.7e-06   23.9   0.7   2   2      0.55     1e+02    0.3   0.3    25    41  1347  1360  1347  1385 0.71 -
FBpp0395024          -            680 179362at2759         -            938   2.3e-05   22.3  81.9   1   2   0.00074      0.14    9.8  49.7   167   430   164   433   156   434 0.73 -
FBpp0395024          -            680 179362at2759         -            938   2.3e-05   22.3  81.9   2   2   5.5e-06     0.001   16.9  42.4   394   718   306   639   299   647 0.76 -
FBpp0395144          -           1197 179362at2759         -            938   3.9e-05   21.6  50.5   1   3    0.0024      0.43    8.2   0.0     2    59     7    67     6    90 0.78 -
FBpp0395144          -           1197 179362at2759         -            938   3.9e-05   21.6  50.5   2   3       6.3   1.2e+03   -3.2  45.6   493   713   169   405   159   410 0.58 -
FBpp0395144          -           1197 179362at2759         -            938   3.9e-05   21.6  50.5   3   3   2.1e-07   3.9e-05   21.6  50.5   487   792   674   986   671   993 0.75 -
FBpp0391285          -           1962 179362at2759         -            938   8.9e-05   20.4 220.5   1   4     0.021       3.8    5.0  47.0   542   789   838  1079   796  1079 0.48 -
FBpp0391285          -           1962 179362at2759         -            938   8.9e-05   20.4 220.5   2   4   0.00012     0.022   12.4  56.0   486   749   921  1186   919  1188 0.68 -
FBpp0391285          -           1962 179362at2759         -            938   8.9e-05   20.4 220.5   3   4   0.00029     0.053   11.2  63.0   361   698  1102  1436  1097  1450 0.79 -
FBpp0391285          -           1962 179362at2759         -            938   8.9e-05   20.4 220.5   4   4   0.00078      0.14    9.7  92.5   174   624  1470  1921  1439  1927 0.70 -
FBpp0237348          -            439 179362at2759         -            938   0.00082   17.2  26.1   1   2   4.5e-06   0.00082   17.2  26.1   528   740    25   234    15   243 0.82 -
FBpp0237348          -            439 179362at2759         -            938   0.00082   17.2  26.1   2   2      0.12        23    2.5  28.2   581   761   235   415   226   429 0.81 -
FBpp0396773          -           1251 179362at2759         -            938    0.0011   16.7  30.5   1   1     1e-05    0.0019   16.0  30.5   508   698   423   612   410   649 0.86 -
FBpp0234976          -           1180 179362at2759         -            938    0.0014   16.4  30.1   1   1   7.6e-06    0.0014   16.4  30.1   545   738   640   829   616   842 0.84 -
FBpp0232014          -            677 179362at2759         -            938    0.0019   15.9  11.2   1   3       2.8   5.1e+02   -2.0   0.6   400   430    75   107    43   212 0.54 -
FBpp0232014          -            677 179362at2759         -            938    0.0019   15.9  11.2   2   3     0.005      0.92    7.1  16.1   524   695   364   538   356   542 0.82 -
FBpp0232014          -            677 179362at2759         -            938    0.0019   15.9  11.2   3   3   1.1e-05    0.0019   15.9  11.2   573   694   543   665   537   671 0.92 -
FBpp0228943          -           1105 179362at2759         -            938    0.0023   15.7  94.2   1   2   2.4e-05    0.0044   14.8  47.0     7   430    88   520    83   525 0.60 -
FBpp0228943          -           1105 179362at2759         -            938    0.0023   15.7  94.2   2   2     0.017       3.2    5.3  28.9   508   689   787   962   779   975 0.72 -
FBpp0227514          -            226 179362at2759         -            938    0.0024   15.7  10.3   1   1   1.7e-05    0.0031   15.3  10.3   662   759    25   124    16   176 0.68 -
FBpp0235592          -            317 179362at2759         -            938    0.0027   15.5  11.1   1   1   2.4e-05    0.0043   14.8  11.1   609   721   113   226    74   240 0.82 -
FBpp0232637          -            225 179362at2759         -            938     0.003   15.3   0.0   1   1   2.8e-05    0.0052   14.5   0.0    24    92    11    76    10    83 0.82 -
FBpp0393508          -            381 179362at2759         -            938    0.0034   15.1  19.5   1   1   2.5e-05    0.0047   14.7  19.5   513   675    17   178     3   273 0.52 -
FBpp0394275          -            420 179362at2759         -            938     0.004   14.9  26.0   1   1   3.2e-05    0.0058   14.4  26.0   491   686    23   212    17   227 0.75 -
FBpp0226292          -            708 179362at2759         -            938    0.0046   14.7  30.5   1   6      0.35        65    1.0   6.9   504   577    76   151    49   184 0.39 -
