#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
FBtr0113748          -           2630 160593at2759         -           1419         0 1641.7  17.2   1   4     0.002       3.5    4.9   0.0     2    39   251   288   250   394 0.80 -
FBtr0113748          -           2630 160593at2759         -           1419         0 1641.7  17.2   2   4    0.0061        11    3.3   0.2   146   259   786   900   724   919 0.73 -
FBtr0113748          -           2630 160593at2759         -           1419         0 1641.7  17.2   3   4      0.73   1.3e+03   -3.6   0.0   842   873  1042  1073  1040  1092 0.73 -
FBtr0113748          -           2630 160593at2759         -           1419         0 1641.7  17.2   4   4         0         0 1630.8   8.9   319  1405  1188  2392  1182  2405 0.90 -
FBtr0077003          -            853 160593at2759         -           1419   2.4e-11   41.9   0.9   1   4   0.00012      0.21    8.9   0.0   700   826    38   170    28   209 0.69 -
FBtr0077003          -            853 160593at2759         -           1419   2.4e-11   41.9   0.9   2   4   1.4e-08   2.4e-05   22.0   0.0   549   659   340   454   332   456 0.80 -
FBtr0077003          -            853 160593at2759         -           1419   2.4e-11   41.9   0.9   3   4    0.0012       2.2    5.6   0.1  1050  1099   438   489   431   513 0.80 -
FBtr0077003          -            853 160593at2759         -           1419   2.4e-11   41.9   0.9   4   4     0.016        28    1.9   0.0   498   568   590   662   571   679 0.63 -
FBtr0339789          -            650 160593at2759         -           1419   7.9e-11   40.2   5.5   1   3      0.15   2.7e+02   -1.3   0.0    21    62    84   125    77   146 0.80 -
FBtr0339789          -            650 160593at2759         -           1419   7.9e-11   40.2   5.5   2   3   4.4e-12   7.7e-09   33.6   0.7   609   873   206   475   205   504 0.88 -
FBtr0339789          -            650 160593at2759         -           1419   7.9e-11   40.2   5.5   3   3    0.0029         5    4.4   0.1   726   807   521   602   507   613 0.89 -
FBtr0077000          -            893 160593at2759         -           1419   2.1e-09   35.5   1.0   1   5     0.018        31    1.8   0.0   529   635    85   198    67   212 0.63 -
FBtr0077000          -            893 160593at2759         -           1419   2.1e-09   35.5   1.0   2   5    0.0046         8    3.7   0.1  1016  1104   215   307   209   327 0.83 -
FBtr0077000          -            893 160593at2759         -           1419   2.1e-09   35.5   1.0   3   5   6.3e-09   1.1e-05   23.1   0.2   553   661   385   498   376   501 0.82 -
FBtr0077000          -            893 160593at2759         -           1419   2.1e-09   35.5   1.0   4   5     0.016        28    1.9   0.0  1051  1091   481   523   476   531 0.73 -
FBtr0077000          -            893 160593at2759         -           1419   2.1e-09   35.5   1.0   5   5     0.063   1.1e+02   -0.0   0.0   727   759   670   702   658   756 0.57 -
FBtr0304801          -           2082 160593at2759         -           1419   1.5e-08   32.7  11.8   1   7     1e-07   0.00018   19.1   2.1   690   768   401   480   283   496 0.68 -
FBtr0304801          -           2082 160593at2759         -           1419   1.5e-08   32.7  11.8   2   7   3.9e-05     0.069   10.6   0.0   880   913   592   627   580   632 0.84 -
FBtr0304801          -           2082 160593at2759         -           1419   1.5e-08   32.7  11.8   3   7      0.35   6.1e+02   -2.5   0.0   880   914   750   784   743   801 0.71 -
FBtr0304801          -           2082 160593at2759         -           1419   1.5e-08   32.7  11.8   4   7    0.0055       9.6    3.5   0.0   813   864   912   963   897   967 0.82 -
FBtr0304801          -           2082 160593at2759         -           1419   1.5e-08   32.7  11.8   5   7       0.8   1.4e+03   -3.7   0.0   532   561  1022  1052  1019  1062 0.52 -
FBtr0304801          -           2082 160593at2759         -           1419   1.5e-08   32.7  11.8   6   7      0.17   2.9e+02   -1.4   0.0   610   715  1277  1380  1275  1393 0.54 -
FBtr0304801          -           2082 160593at2759         -           1419   1.5e-08   32.7  11.8   7   7      0.37   6.4e+02   -2.6   0.2   603   648  1622  1667  1620  1670 0.92 -
FBtr0078860          -           1105 160593at2759         -           1419   3.5e-07   28.1   0.2   1   3    0.0076        13    3.0   0.0   764   866    84   194    71   210 0.67 -
FBtr0078860          -           1105 160593at2759         -           1419   3.5e-07   28.1   0.2   2   3   6.8e-06     0.012   13.1   0.0   719   776   392   453   386   467 0.78 -
FBtr0078860          -           1105 160593at2759         -           1419   3.5e-07   28.1   0.2   3   3     0.002       3.5    4.9   0.0   723   775   902   957   873   987 0.72 -
FBtr0332340          -           1340 160593at2759         -           1419   1.3e-05   22.9   0.7   1   3   9.8e-05      0.17    9.3   0.0   783   863   661   743   596   783 0.79 -
FBtr0332340          -           1340 160593at2759         -           1419   1.3e-05   22.9   0.7   2   3   0.00027      0.47    7.8   0.0  1301  1352   945   997   935  1046 0.79 -
FBtr0332340          -           1340 160593at2759         -           1419   1.3e-05   22.9   0.7   3   3       0.1   1.8e+02   -0.7   0.0  1002  1040  1192  1230  1183  1234 0.87 -
FBtr0301715          -           1923 160593at2759         -           1419   3.4e-05   21.5   1.1   1   4     0.085   1.5e+02   -0.5   0.0   541   592    15    65     9    73 0.68 -
FBtr0301715          -           1923 160593at2759         -           1419   3.4e-05   21.5   1.1   2   4      0.51     9e+02   -3.1   0.0  1333  1353   339   359   326   372 0.61 -
FBtr0301715          -           1923 160593at2759         -           1419   3.4e-05   21.5   1.1   3   4   0.00025      0.44    7.9   0.0   742   794   409   461   394   502 0.85 -
FBtr0301715          -           1923 160593at2759         -           1419   3.4e-05   21.5   1.1   4   4   0.00013      0.22    8.9   0.1   721   797  1186  1262  1177  1291 0.91 -
#
# Program:         hmmsearch
# Version:         3.1b2 (February 2015)
# Pipeline mode:   SEARCH
# Query file:      /home/nmoreyra/Documents/Academico/Repositorios/BUSCO2Tree/test_marzo2023/busco_downloads/lineages/eukaryota_odb10/hmms/160593at2759.hmm
# Target file:     /home/nmoreyra/Documents/Academico/Repositorios/BUSCO2Tree/test_marzo2023/00_proteins/Dmel.fasta
# Option settings: hmmsearch --domtblout /home/nmoreyra/Documents/Academico/Repositorios/BUSCO2Tree/test_marzo2023/Results/00_proteins/Dmel/run_eukaryota_odb10/hmmer_output/initial_run_results/160593at2759.out --cpu 1 /home/nmoreyra/Documents/Academico/Repositorios/BUSCO2Tree/test_marzo2023/busco_downloads/lineages/eukaryota_odb10/hmms/160593at2759.hmm /home/nmoreyra/Documents/Academico/Repositorios/BUSCO2Tree/test_marzo2023/00_proteins/Dmel.fasta 
# Current dir:     /home/nmoreyra/Documents/Academico/Repositorios/BUSCO2Tree/test_marzo2023
# Date:            Thu Mar 23 14:23:00 2023
# [ok]
