#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
FBtr0332340          -           1340 245208at2759         -            862         0 1545.4  11.1   1   4     0.085     2e+02   -0.1   0.5    16    30   290   304   285   324 0.64 -
FBtr0332340          -           1340 245208at2759         -            862         0 1545.4  11.1   2   4     0.046   1.1e+02    0.7   0.0    26    41   339   354   334   382 0.79 -
FBtr0332340          -           1340 245208at2759         -            862         0 1545.4  11.1   3   4     6e-10   1.4e-06   26.8   0.0    31    78   420   472   411   478 0.86 -
FBtr0332340          -           1340 245208at2759         -            862         0 1545.4  11.1   4   4         0         0 1521.0   1.7    61   855   480  1308   472  1323 0.96 -
FBtr0077003          -            853 245208at2759         -            862   5.2e-08   31.5   2.9   1   5     0.013        30    2.5   0.0   582   652    72   140    32   172 0.74 -
FBtr0077003          -            853 245208at2759         -            862   5.2e-08   31.5   2.9   2   5    0.0038       8.9    4.3   0.1   467   558   160   250   128   275 0.65 -
FBtr0077003          -            853 245208at2759         -            862   5.2e-08   31.5   2.9   3   5   1.2e-05     0.027   12.6   0.0   235   317   336   423   311   439 0.84 -
FBtr0077003          -            853 245208at2759         -            862   5.2e-08   31.5   2.9   4   5     0.002       4.7    5.2   0.0   292   396   441   546   436   584 0.84 -
FBtr0077003          -            853 245208at2759         -            862   5.2e-08   31.5   2.9   5   5      0.01        24    2.9   0.1   512   629   603   723   577   756 0.73 -
FBtr0077000          -            893 245208at2759         -            862   1.9e-06   26.4   1.4   1   6      0.34   7.9e+02   -2.1   0.0   615   652   126   163   103   200 0.80 -
FBtr0077000          -            893 245208at2759         -            862   1.9e-06   26.4   1.4   2   6      0.17   3.9e+02   -1.1   0.0   269   324   185   243   157   258 0.83 -
FBtr0077000          -            893 245208at2759         -            862   1.9e-06   26.4   1.4   3   6      0.12   2.7e+02   -0.6   0.1   512   562   228   281   188   311 0.62 -
FBtr0077000          -            893 245208at2759         -            862   1.9e-06   26.4   1.4   4   6   2.1e-06    0.0048   15.1   0.0   234   328   377   476   367   486 0.83 -
FBtr0077000          -            893 245208at2759         -            862   1.9e-06   26.4   1.4   5   6   0.00087         2    6.4   0.0   292   367   483   557   478   587 0.82 -
FBtr0077000          -            893 245208at2759         -            862   1.9e-06   26.4   1.4   6   6      0.17   3.9e+02   -1.1   0.0   513   608   646   744   618   797 0.56 -
FBtr0088008          -           1890 245208at2759         -            862   7.2e-06   24.5   0.6   1   4   0.00026      0.61    8.2   0.0   604   676  1111  1183  1090  1187 0.89 -
FBtr0088008          -           1890 245208at2759         -            862   7.2e-06   24.5   0.6   2   4    0.0064        15    3.6   0.0   254   304  1274  1324  1267  1334 0.92 -
FBtr0088008          -           1890 245208at2759         -            862   7.2e-06   24.5   0.6   3   4    0.0003      0.71    7.9   0.0   445   582  1337  1473  1328  1504 0.83 -
FBtr0088008          -           1890 245208at2759         -            862   7.2e-06   24.5   0.6   4   4      0.59   1.4e+03   -2.9   0.0   452   526  1544  1619  1538  1647 0.65 -
FBtr0301715          -           1923 245208at2759         -            862    0.0028   15.9   2.8   1   2    0.0008       1.9    6.6   0.2   235   382   409   564   402   599 0.71 -
FBtr0301715          -           1923 245208at2759         -            862    0.0028   15.9   2.8   2   2   0.00021      0.49    8.5   0.2   235   323  1207  1301  1184  1323 0.82 -
FBtr0078860          -           1105 245208at2759         -            862      0.23    9.6   6.3   1   5     0.002       4.8    5.2   0.1   430   624    18   224     5   247 0.74 -
FBtr0078860          -           1105 245208at2759         -            862      0.23    9.6   6.3   2   5    0.0093        22    3.0   0.2   142   195   257   310   240   445 0.72 -
FBtr0078860          -           1105 245208at2759         -            862      0.23    9.6   6.3   3   5      0.38   8.8e+02   -2.3   0.0   615   667   703   760   700   796 0.67 -
FBtr0078860          -           1105 245208at2759         -            862      0.23    9.6   6.3   4   5      0.18   4.3e+02   -1.3   0.1   465   529   788   854   765   865 0.78 -
FBtr0078860          -           1105 245208at2759         -            862      0.23    9.6   6.3   5   5      0.92   2.1e+03   -3.6   0.0   524   557   895   928   888   958 0.60 -
#
# Program:         hmmsearch
# Version:         3.1b2 (February 2015)
# Pipeline mode:   SEARCH
# Query file:      /home/nmoreyra/Documents/Academico/Repositorios/BUSCO2Tree/test_marzo2023/busco_downloads/lineages/eukaryota_odb10/hmms/245208at2759.hmm
# Target file:     /home/nmoreyra/Documents/Academico/Repositorios/BUSCO2Tree/test_marzo2023/00_proteins/Dmel.fasta
# Option settings: hmmsearch --domtblout /home/nmoreyra/Documents/Academico/Repositorios/BUSCO2Tree/test_marzo2023/Results/00_proteins/Dmel/run_eukaryota_odb10/hmmer_output/initial_run_results/245208at2759.out --cpu 1 /home/nmoreyra/Documents/Academico/Repositorios/BUSCO2Tree/test_marzo2023/busco_downloads/lineages/eukaryota_odb10/hmms/245208at2759.hmm /home/nmoreyra/Documents/Academico/Repositorios/BUSCO2Tree/test_marzo2023/00_proteins/Dmel.fasta 
# Current dir:     /home/nmoreyra/Documents/Academico/Repositorios/BUSCO2Tree/test_marzo2023
# Date:            Thu Mar 23 14:23:07 2023
# [ok]
