#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
Dbuz06259-RA         -            666 15162at7147          -            579         0 1174.8  10.1   1   2  3.6e-216  1.3e-213  710.3   7.8     1   373    18   417    18   423 0.96 -
Dbuz06259-RA         -            666 15162at7147          -            579         0 1174.8  10.1   2   2    9e-142  3.1e-139  464.7   0.0   368   579   437   658   431   658 0.97 -
Dbuz12629-RA         -            539 15162at7147          -            579   4.2e-89  299.2   3.9   1   3   9.9e-08   3.4e-05   22.1   0.1    24    78    91   145    73   171 0.79 -
Dbuz12629-RA         -            539 15162at7147          -            579   4.2e-89  299.2   3.9   2   3   1.7e-08     6e-06   24.6   0.4   308   376   217   285   150   305 0.84 -
Dbuz12629-RA         -            539 15162at7147          -            579   4.2e-89  299.2   3.9   3   3   1.9e-77   6.5e-75  252.3   0.0   378   579   314   528   298   528 0.90 -
Dbuz12093-RA         -           2679 15162at7147          -            579   2.7e-49  167.7   0.3   1   4   1.3e-14   4.5e-12   44.8   0.0   391   568   464   646   455   659 0.80 -
Dbuz12093-RA         -           2679 15162at7147          -            579   2.7e-49  167.7   0.3   2   4   1.2e-11   4.3e-09   35.0   0.0   387   576  1112  1317  1096  1319 0.83 -
Dbuz12093-RA         -           2679 15162at7147          -            579   2.7e-49  167.7   0.3   3   4   7.1e-18   2.4e-15   55.6   0.5   300   568  1717  1993  1512  2005 0.69 -
Dbuz12093-RA         -           2679 15162at7147          -            579   2.7e-49  167.7   0.3   4   4   6.8e-09   2.3e-06   25.9   0.0   389   575  2426  2628  2420  2631 0.84 -
Dbuz01517-RA         -           2474 15162at7147          -            579   2.3e-41  141.5   1.7   1   4   4.3e-15   1.5e-12   46.4   0.0   395   566   454   630   417   642 0.78 -
Dbuz01517-RA         -           2474 15162at7147          -            579   2.3e-41  141.5   1.7   2   4   9.2e-12   3.2e-09   35.4   0.0   388   575  1044  1247  1034  1250 0.85 -
Dbuz01517-RA         -           2474 15162at7147          -            579   2.3e-41  141.5   1.7   3   4   1.6e-07   5.4e-05   21.4   0.0   446   566  1682  1809  1653  1821 0.78 -
Dbuz01517-RA         -           2474 15162at7147          -            579   2.3e-41  141.5   1.7   4   4   3.5e-11   1.2e-08   33.5   0.0   388   568  2224  2420  2214  2429 0.84 -
Dbuz07700-RA         -           1814 15162at7147          -            579   1.4e-29  102.6   0.8   1   3       1.2   4.3e+02   -1.3   0.4   123   213   399   491   387   506 0.79 -
Dbuz07700-RA         -           1814 15162at7147          -            579   1.4e-29  102.6   0.8   2   3   8.6e-16     3e-13   48.7   0.0   391   539   710   860   704   867 0.80 -
Dbuz07700-RA         -           1814 15162at7147          -            579   1.4e-29  102.6   0.8   3   3   2.3e-16     8e-14   50.6   0.0   391   570  1589  1785  1573  1792 0.83 -
Dbuz08002-RA         -           1309 15162at7147          -            579   1.9e-28   98.9   0.0   1   2   9.1e-16   3.1e-13   48.6   0.0   371   561   419   629   332   640 0.81 -
Dbuz08002-RA         -           1309 15162at7147          -            579   1.9e-28   98.9   0.0   2   2   1.8e-15   6.4e-13   47.6   0.0   378   567  1066  1277  1060  1285 0.78 -
Dbuz01554-RA         -           1332 15162at7147          -            579   6.2e-27   93.9   0.3   1   2   1.8e-17     6e-15   54.3   0.5   394   543   455   606   154   639 0.82 -
Dbuz01554-RA         -           1332 15162at7147          -            579   6.2e-27   93.9   0.3   2   2   5.9e-12     2e-09   36.0   0.0   388   575  1082  1285  1075  1287 0.84 -
Dbuz01471-RA         -           1338 15162at7147          -            579   1.1e-25   89.7   0.0   1   2   5.7e-17   1.9e-14   52.6   0.0   395   544   462   613   455   651 0.79 -
Dbuz01471-RA         -           1338 15162at7147          -            579   1.1e-25   89.7   0.0   2   2   1.8e-11   6.4e-09   34.4   0.0   377   576  1073  1291   797  1293 0.86 -
Dbuz00365-RA         -           1327 15162at7147          -            579   1.9e-25   89.0   0.0   1   2   1.7e-16   5.9e-14   51.0   0.0   394   569   446   626   440   637 0.78 -
Dbuz00365-RA         -           1327 15162at7147          -            579   1.9e-25   89.0   0.0   2   2   8.3e-12   2.9e-09   35.6   0.0   388   568  1056  1252   974  1260 0.83 -
Dbuz01518-RA         -           1367 15162at7147          -            579   1.9e-24   85.6   0.0   1   3       6.4   2.2e+03   -3.7   0.0   122   165   160   203   137   250 0.60 -
Dbuz01518-RA         -           1367 15162at7147          -            579   1.9e-24   85.6   0.0   2   3   1.4e-15   4.8e-13   48.0   0.0   395   544   456   607   432   637 0.81 -
Dbuz01518-RA         -           1367 15162at7147          -            579   1.9e-24   85.6   0.0   3   3   1.6e-11   5.5e-09   34.6   0.0   388   575  1072  1275  1064  1278 0.85 -
Dbuz11715-RA         -           1318 15162at7147          -            579   2.2e-24   85.5   0.0   1   3      0.84   2.9e+02   -0.8   0.2   133   211   158   244   113   269 0.72 -
Dbuz11715-RA         -           1318 15162at7147          -            579   2.2e-24   85.5   0.0   2   3   9.8e-13   3.4e-10   38.6   0.0   379   563   408   612   403   625 0.78 -
Dbuz11715-RA         -           1318 15162at7147          -            579   2.2e-24   85.5   0.0   3   3   7.9e-14   2.7e-11   42.2   0.0   393   559  1092  1278  1070  1288 0.78 -
Dbuz04417-RA         -           1303 15162at7147          -            579   3.9e-24   84.7   0.1   1   4      0.45   1.5e+02    0.1   0.1   280   360   120   192   109   208 0.81 -
Dbuz04417-RA         -           1303 15162at7147          -            579   3.9e-24   84.7   0.1   2   4   2.8e-15   9.6e-13   47.0   0.0   372   557   408   606   387   620 0.74 -
Dbuz04417-RA         -           1303 15162at7147          -            579   3.9e-24   84.7   0.1   3   4     0.002      0.67    7.9   0.0   387   429  1071  1113  1052  1161 0.90 -
Dbuz04417-RA         -           1303 15162at7147          -            579   3.9e-24   84.7   0.1   4   4   3.7e-08   1.3e-05   23.5   0.0   499   562  1202  1267  1174  1279 0.85 -
Dbuz00364-RA         -           1385 15162at7147          -            579   1.1e-23   83.2   0.0   1   2   5.8e-15     2e-12   46.0   0.0   396   543   475   624   467   655 0.80 -
Dbuz00364-RA         -           1385 15162at7147          -            579   1.1e-23   83.2   0.0   2   2   1.5e-11   5.3e-09   34.7   0.0   389   569  1121  1317  1108  1325 0.82 -
Dbuz04418-RA         -           1310 15162at7147          -            579   1.5e-22   79.4   0.0   1   2   1.6e-14   5.7e-12   44.5   0.0   379   567   412   620   399   631 0.76 -
Dbuz04418-RA         -           1310 15162at7147          -            579   1.5e-22   79.4   0.0   2   2   8.9e-11   3.1e-08   32.2   0.0   392   557  1082  1268  1031  1279 0.77 -
Dbuz06041-RA         -           1304 15162at7147          -            579   3.3e-22   78.3   0.0   1   2   4.5e-13   1.5e-10   39.8   0.0   393   560   452   624   441   642 0.76 -
Dbuz06041-RA         -           1304 15162at7147          -            579   3.3e-22   78.3   0.0   2   2   5.9e-12     2e-09   36.1   0.0   378   575  1048  1262   971  1265 0.78 -
Dbuz01970-RA         -           1397 15162at7147          -            579   7.5e-22   77.1   0.0   1   2   9.9e-15   3.4e-12   45.2   0.0   394   539   506   653   502   683 0.83 -
Dbuz01970-RA         -           1397 15162at7147          -            579   7.5e-22   77.1   0.0   2   2   7.5e-10   2.6e-07   29.1   0.0   387   575  1142  1342  1091  1345 0.83 -
Dbuz09767-RA         -           1486 15162at7147          -            579   3.5e-21   74.9   0.0   1   2   1.6e-15   5.5e-13   47.8   0.0   393   543   636   790   627   825 0.79 -
Dbuz09767-RA         -           1486 15162at7147          -            579   3.5e-21   74.9   0.0   2   2     2e-08   6.8e-06   24.4   0.0   394   565  1256  1444  1235  1454 0.78 -
Dbuz01972-RA         -           1439 15162at7147          -            579   7.8e-20   70.4   0.0   1   2     3e-13     1e-10   40.3   0.0   393   538   530   677   510   708 0.84 -
Dbuz01972-RA         -           1439 15162at7147          -            579   7.8e-20   70.4   0.0   2   2   2.3e-09     8e-07   27.5   0.0   375   575  1155  1368  1097  1370 0.78 -
Dbuz01855-RA         -            859 15162at7147          -            579     1e-12   46.9   0.0   1   1     2e-14   6.9e-12   44.2   0.0   378   565   567   772   561   781 0.70 -
Dbuz08531-RA         -            615 15162at7147          -            579   7.5e-12   44.1   0.0   1   3     6e-05     0.021   12.9   0.0   386   426    84   124    38   129 0.89 -
Dbuz08531-RA         -            615 15162at7147          -            579   7.5e-12   44.1   0.0   2   3   0.00031      0.11   10.6   0.0   499   553   222   276   216   294 0.83 -
Dbuz08531-RA         -            615 15162at7147          -            579   7.5e-12   44.1   0.0   3   3     2e-05    0.0068   14.5   0.0   393   530   405   541   388   571 0.63 -
Dbuz08886-RA         -            919 15162at7147          -            579   1.8e-11   42.8   0.0   1   4      0.39   1.3e+02    0.3   0.0   379   424   371   415   356   419 0.76 -
Dbuz08886-RA         -            919 15162at7147          -            579   1.8e-11   42.8   0.0   2   4   2.2e-05    0.0077   14.3   0.0   499   558   518   577   509   596 0.90 -
Dbuz08886-RA         -            919 15162at7147          -            579   1.8e-11   42.8   0.0   3   4    0.0013      0.44    8.5   0.0   399   433   713   748   702   764 0.81 -
Dbuz08886-RA         -            919 15162at7147          -            579   1.8e-11   42.8   0.0   4   4   3.5e-05     0.012   13.7   0.0   498   557   809   868   792   878 0.87 -
Dbuz09923-RA         -            708 15162at7147          -            579   2.3e-11   42.4   0.0   1   4      0.26        89    0.9   0.0   390   426   189   225   161   233 0.86 -
Dbuz09923-RA         -            708 15162at7147          -            579   2.3e-11   42.4   0.0   2   4     6e-05     0.021   12.9   0.0   499   556   328   385   315   397 0.93 -
Dbuz09923-RA         -            708 15162at7147          -            579   2.3e-11   42.4   0.0   3   4    0.0053       1.8    6.5   0.0   395   438   510   553   501   571 0.75 -
Dbuz09923-RA         -            708 15162at7147          -            579   2.3e-11   42.4   0.0   4   4   5.7e-06     0.002   16.3   0.0   496   537   609   650   603   679 0.78 -
Dbuz08472-RA         -            697 15162at7147          -            579   8.6e-11   40.6   0.1   1   2      0.33   1.1e+02    0.6   0.3    42   160   114   243    86   272 0.64 -
Dbuz08472-RA         -            697 15162at7147          -            579   8.6e-11   40.6   0.1   2   2   2.3e-12     8e-10   37.4   0.0   395   561   469   657   448   671 0.69 -
Dbuz11068-RA         -            449 15162at7147          -            579     4e-10   38.4   0.0   1   1   1.5e-12   5.3e-10   38.0   0.0   378   560   203   404   172   415 0.81 -
Dbuz12800-RA         -           1989 15162at7147          -            579   2.6e-08   32.4   0.5   1   2    0.0026      0.88    7.5   0.0   408   537   887  1021   869  1042 0.56 -
Dbuz12800-RA         -           1989 15162at7147          -            579   2.6e-08   32.4   0.5   2   2   7.9e-08   2.7e-05   22.4   0.1   291   561  1551  1821  1532  1825 0.68 -
