#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
Dbuz02728-RA         -           1976 1314at7147           -           1223         0 1691.9  62.2   1   7   1.5e-47   1.9e-44  151.2   0.3     1   124     9   156     9   160 0.87 -
Dbuz02728-RA         -           1976 1314at7147           -           1223         0 1691.9  62.2   2   7   1.3e-50   1.7e-47  161.3   0.2   109   225   210   341   203   348 0.90 -
Dbuz02728-RA         -           1976 1314at7147           -           1223         0 1691.9  62.2   3   7   5.5e-50     7e-47  159.3   0.1   226   356   443   582   425   591 0.88 -
Dbuz02728-RA         -           1976 1314at7147           -           1223         0 1691.9  62.2   4   7   2.9e-09   3.7e-06   24.4   0.2   340   384   629   681   618   699 0.81 -
Dbuz02728-RA         -           1976 1314at7147           -           1223         0 1691.9  62.2   5   7  2.8e-254  3.6e-251  836.0  18.6   373   950   700  1412   687  1426 0.88 -
Dbuz02728-RA         -           1976 1314at7147           -           1223         0 1691.9  62.2   6   7   9.3e-64   1.2e-60  204.9   0.0   943  1086  1500  1666  1496  1674 0.90 -
Dbuz02728-RA         -           1976 1314at7147           -           1223         0 1691.9  62.2   7   7   5.1e-51   6.5e-48  162.7  14.6  1086  1223  1783  1966  1778  1966 0.81 -
Dbuz08485-RA         -           4964 1314at7147           -           1223   4.2e-84  282.6  14.2   1   7     8e-25     1e-21   75.9   0.0   757   990   579   818   552   826 0.85 -
Dbuz08485-RA         -           4964 1314at7147           -           1223   4.2e-84  282.6  14.2   2   7     0.039        50    0.8   0.0   973  1043  3029  3108  3024  3115 0.81 -
Dbuz08485-RA         -           4964 1314at7147           -           1223   4.2e-84  282.6  14.2   3   7   9.8e-22   1.3e-18   65.7   0.0   744   888  3109  3261  3104  3278 0.82 -
Dbuz08485-RA         -           4964 1314at7147           -           1223   4.2e-84  282.6  14.2   4   7     2e-10   2.5e-07   28.3   0.6   754   867  3277  3394  3261  3401 0.58 -
Dbuz08485-RA         -           4964 1314at7147           -           1223   4.2e-84  282.6  14.2   5   7     0.085   1.1e+02   -0.3   0.0   773   841  4102  4170  4099  4176 0.79 -
