#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
Dbuz04828-RA         -           1351 6484at7147           -            731         0 1176.7 171.0   1   8  6.4e-118  1.6e-114  383.4  17.4     6   236    89   352    85   376 0.92 -
Dbuz04828-RA         -           1351 6484at7147           -            731         0 1176.7 171.0   2   8   3.8e-15   9.7e-12   43.6  15.1   229   310   382   481   363   496 0.76 -
Dbuz04828-RA         -           1351 6484at7147           -            731         0 1176.7 171.0   3   8         5   1.3e+04  -12.0  30.2   279   448   485   658   477   665 0.55 -
Dbuz04828-RA         -           1351 6484at7147           -            731         0 1176.7 171.0   4   8      0.14   3.6e+02   -1.2  31.7   314   426   666   800   647   810 0.56 -
Dbuz04828-RA         -           1351 6484at7147           -            731         0 1176.7 171.0   5   8   2.2e-05     0.057   11.4   1.0   350   375   806   834   785   841 0.77 -
Dbuz04828-RA         -           1351 6484at7147           -            731         0 1176.7 171.0   6   8   4.3e-46   1.1e-42  146.0  24.6   372   479   857   991   850   998 0.88 -
Dbuz04828-RA         -           1351 6484at7147           -            731         0 1176.7 171.0   7   8  9.3e-173  2.4e-169  564.7   7.0   470   731  1007  1281   993  1281 0.95 -
Dbuz04828-RA         -           1351 6484at7147           -            731         0 1176.7 171.0   8   8     2e-23   5.1e-20   71.0   0.7   542   616  1277  1351  1277  1351 0.99 -
Dbuz06088-RA         -            828 6484at7147           -            731   1.3e-36  125.9  11.3   1   4      0.83   2.1e+03   -3.8   2.4    10    34   140   166   136   169 0.76 -
Dbuz06088-RA         -            828 6484at7147           -            731   1.3e-36  125.9  11.3   2   4     0.099   2.5e+02   -0.7   0.7    48   147   265   359   206   374 0.66 -
Dbuz06088-RA         -            828 6484at7147           -            731   1.3e-36  125.9  11.3   3   4   4.2e-38   1.1e-34  119.5   8.5   532   723   536   732   502   737 0.91 -
Dbuz06088-RA         -            828 6484at7147           -            731   1.3e-36  125.9  11.3   4   4   9.1e-07    0.0023   15.9   0.0   533   577   727   771   720   775 0.88 -
Dbuz11647-RA         -           1170 6484at7147           -            731   8.4e-22   76.9  10.2   1   5         5   1.3e+04   -9.9  11.7   367   404    38    75    13   145 0.45 -
Dbuz11647-RA         -           1170 6484at7147           -            731   8.4e-22   76.9  10.2   2   5      0.63   1.6e+03   -3.4   0.8     9    36   284   315   279   356 0.67 -
Dbuz11647-RA         -           1170 6484at7147           -            731   8.4e-22   76.9  10.2   3   5      0.18   4.6e+02   -1.6   3.1    15   130   355   485   347   500 0.61 -
Dbuz11647-RA         -           1170 6484at7147           -            731   8.4e-22   76.9  10.2   4   5   1.3e-18   3.2e-15   55.2   0.4   530   626   902  1001   871  1005 0.86 -
Dbuz11647-RA         -           1170 6484at7147           -            731   8.4e-22   76.9  10.2   5   5   1.6e-12   4.1e-09   35.0   3.9   530   707   949  1118   948  1131 0.87 -
Dbuz10499-RA         -            733 6484at7147           -            731   3.2e-06   25.4   4.0   1   4    0.0018       4.6    5.0   0.1   539   566   274   301   220   305 0.67 -
Dbuz10499-RA         -            733 6484at7147           -            731   3.2e-06   25.4   4.0   2   4   0.00059       1.5    6.6   0.0   540   720   275   317   268   325 0.57 -
Dbuz10499-RA         -            733 6484at7147           -            731   3.2e-06   25.4   4.0   3   4   1.7e-05     0.043   11.7   0.1   677   724   477   525   419   532 0.87 -
Dbuz10499-RA         -            733 6484at7147           -            731   3.2e-06   25.4   4.0   4   4    0.0013       3.2    5.6   0.1   689   710   540   561   528   569 0.76 -
Dbuz05680-RA         -            563 6484at7147           -            731   7.9e-06   24.1   0.1   1   3   1.7e-05     0.043   11.8   0.0   541   628   169   262   164   273 0.79 -
Dbuz05680-RA         -            563 6484at7147           -            731   7.9e-06   24.1   0.1   2   3   0.00064       1.6    6.5   0.0   539   581   275   319   267   330 0.80 -
Dbuz05680-RA         -            563 6484at7147           -            731   7.9e-06   24.1   0.1   3   3     0.013        34    2.2   0.0   668   708   373   411   350   425 0.82 -
#
# Program:         hmmsearch
# Version:         3.1b2 (February 2015)
# Pipeline mode:   SEARCH
# Query file:      /home/nmoreyra/Documents/Genomics/03_orthologs_search/00_Phylogenomics_BUSCO-groups/busco4_odb10/busco_downloads/lineages/diptera_odb10/hmms/6484at7147.hmm
# Target file:     /home/nmoreyra/Documents/Genomics/03_orthologs_search/00_Phylogenomics_BUSCO-groups/busco4_odb10/../00_proteins/Dbuz_proteins.fasta
# Option settings: /home/nmoreyra/Software/miniconda3/envs/busco4/bin/hmmsearch --domtblout /home/nmoreyra/Documents/Genomics/03_orthologs_search/00_Phylogenomics_BUSCO-groups/busco4_odb10/Dbuz_diptera/run_diptera_odb10/hmmer_output/initial_run_results/6484at7147.out --cpu 1 /home/nmoreyra/Documents/Genomics/03_orthologs_search/00_Phylogenomics_BUSCO-groups/busco4_odb10/busco_downloads/lineages/diptera_odb10/hmms/6484at7147.hmm /home/nmoreyra/Documents/Genomics/03_orthologs_search/00_Phylogenomics_BUSCO-groups/busco4_odb10/../00_proteins/Dbuz_proteins.fasta 
# Current dir:     /home/nmoreyra/Documents/Genomics/03_orthologs_search/00_Phylogenomics_BUSCO-groups/busco4_odb10
# Date:            Mon Jan 25 13:22:38 2021
# [ok]
