#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
DALD015035-1.p1      -           1228 97116at2759          -            956         0 1272.0   0.0   1   3  7.1e-241  3.4e-237  789.1   0.0     1   546     1   647     1   654 0.91 -
DALD015035-1.p1      -           1228 97116at2759          -            956         0 1272.0   0.0   2   3     6e-48   2.9e-44  150.6   0.0   544   675   671   823   669   848 0.87 -
DALD015035-1.p1      -           1228 97116at2759          -            956         0 1272.0   0.0   3   3  1.2e-101   5.9e-98  328.3   0.0   671   956   862  1226   841  1226 0.81 -
DALD004607-1.p1      -           1141 97116at2759          -            956   1.9e-53  181.0   0.6   1   2   7.4e-37   3.6e-33  113.9   0.0   187   659   208   727   116   739 0.73 -
DALD004607-1.p1      -           1141 97116at2759          -            956   1.9e-53  181.0   0.6   2   2   3.4e-22   1.7e-18   65.4   0.2   720   931   857  1100   847  1117 0.74 -
DALD015488-1.p1      -           1469 97116at2759          -            956   3.1e-14   51.2   3.5   1   5      0.24   1.2e+03   -3.6   0.0    22    74    59   110    41   160 0.75 -
DALD015488-1.p1      -           1469 97116at2759          -            956   3.1e-14   51.2   3.5   2   5   0.00084       4.1    4.5   0.0   253   305   352   410   345   426 0.77 -
DALD015488-1.p1      -           1469 97116at2759          -            956   3.1e-14   51.2   3.5   3   5   1.3e-10   6.2e-07   27.0   0.2   348   446   542   653   523   708 0.80 -
DALD015488-1.p1      -           1469 97116at2759          -            956   3.1e-14   51.2   3.5   4   5     0.013        61    0.6   0.0   719   786  1183  1257  1174  1268 0.73 -
DALD015488-1.p1      -           1469 97116at2759          -            956   3.1e-14   51.2   3.5   5   5   3.3e-07    0.0016   15.8   0.0   860   948  1356  1447  1301  1455 0.78 -
#
# Program:         hmmsearch
# Version:         3.1b2 (February 2015)
# Pipeline mode:   SEARCH
# Query file:      /home/nmoreyra/Documents/Academico/Repositorios/BUSCO2Tree/test_marzo2023/busco_downloads/lineages/eukaryota_odb10/hmms/97116at2759.hmm
# Target file:     /home/nmoreyra/Documents/Academico/Repositorios/BUSCO2Tree/test_marzo2023/00_proteins/Dald.fasta
# Option settings: hmmsearch --domtblout /home/nmoreyra/Documents/Academico/Repositorios/BUSCO2Tree/test_marzo2023/Results/00_proteins/Dald/run_eukaryota_odb10/hmmer_output/initial_run_results/97116at2759.out --cpu 1 /home/nmoreyra/Documents/Academico/Repositorios/BUSCO2Tree/test_marzo2023/busco_downloads/lineages/eukaryota_odb10/hmms/97116at2759.hmm /home/nmoreyra/Documents/Academico/Repositorios/BUSCO2Tree/test_marzo2023/00_proteins/Dald.fasta 
# Current dir:     /home/nmoreyra/Documents/Academico/Repositorios/BUSCO2Tree/test_marzo2023
# Date:            Thu Mar 23 14:19:45 2023
# [ok]
