#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
DALD001966-1.p1      -           2260 39650at2759          -           1547         0 2124.3  23.5   1   7   1.9e-32   9.3e-29   99.1   0.4     1   122    40   180    40   185 0.88 -
DALD001966-1.p1      -           2260 39650at2759          -           1547         0 2124.3  23.5   2   7         0         0 1782.4   0.3   116  1044   207  1189   203  1197 0.95 -
DALD001966-1.p1      -           2260 39650at2759          -           1547         0 2124.3  23.5   3   7      0.89   4.3e+03   -5.8   2.9  1049  1069  1275  1295  1270  1303 0.83 -
DALD001966-1.p1      -           2260 39650at2759          -           1547         0 2124.3  23.5   4   7   3.7e-22   1.8e-18   65.1   0.0  1065  1174  1329  1463  1313  1504 0.82 -
DALD001966-1.p1      -           2260 39650at2759          -           1547         0 2124.3  23.5   5   7   3.7e-19   1.8e-15   55.1   0.0  1228  1336  1632  1777  1521  1794 0.71 -
DALD001966-1.p1      -           2260 39650at2759          -           1547         0 2124.3  23.5   6   7   1.1e-31   5.4e-28   96.6   0.3  1348  1446  1836  1943  1809  1971 0.87 -
DALD001966-1.p1      -           2260 39650at2759          -           1547         0 2124.3  23.5   7   7   4.5e-14   2.2e-10   38.3   0.3  1456  1529  2077  2159  2066  2208 0.89 -
DALD004669-1.p1      -           1093 39650at2759          -           1547   2.4e-10   38.1   0.0   1   3     0.011        53    0.5   0.0    44   151   127   251   111   257 0.61 -
DALD004669-1.p1      -           1093 39650at2759          -           1547   2.4e-10   38.1   0.0   2   3   1.8e-10   8.6e-07   26.3   0.0   159   282   296   412   274   423 0.82 -
DALD004669-1.p1      -           1093 39650at2759          -           1547   2.4e-10   38.1   0.0   3   3   0.00017      0.82    6.5   0.0   663   717   671   725   650   731 0.81 -
DALD006320-1.p1      -            351 39650at2759          -           1547     0.073   10.0   0.0   1   1   1.9e-05      0.09    9.7   0.0   892   949    67   127    29   134 0.76 -
#
# Program:         hmmsearch
# Version:         3.1b2 (February 2015)
# Pipeline mode:   SEARCH
# Query file:      /home/nmoreyra/Documents/Academico/Repositorios/BUSCO2Tree/test_marzo2023/busco_downloads/lineages/eukaryota_odb10/hmms/39650at2759.hmm
# Target file:     /home/nmoreyra/Documents/Academico/Repositorios/BUSCO2Tree/test_marzo2023/00_proteins/Dald.fasta
# Option settings: hmmsearch --domtblout /home/nmoreyra/Documents/Academico/Repositorios/BUSCO2Tree/test_marzo2023/Results/00_proteins/Dald/run_eukaryota_odb10/hmmer_output/initial_run_results/39650at2759.out --cpu 1 /home/nmoreyra/Documents/Academico/Repositorios/BUSCO2Tree/test_marzo2023/busco_downloads/lineages/eukaryota_odb10/hmms/39650at2759.hmm /home/nmoreyra/Documents/Academico/Repositorios/BUSCO2Tree/test_marzo2023/00_proteins/Dald.fasta 
# Current dir:     /home/nmoreyra/Documents/Academico/Repositorios/BUSCO2Tree/test_marzo2023
# Date:            Thu Mar 23 14:19:39 2023
# [ok]
